en,bho
Once he hesitates we have him.,एक बार ऊ तनिक हिचकेलन हमनी के उनके साथ रखे के चाही।
And they were treated in the same manner as others were.,आ उ सब के साथे ओइसने व्यवहार भयल जईसन दूसरे के साथ होला ।
Ram is playing near the market.,राम बाज़ारे के लगे खेलऽत।
I am reading good books.,हम नीक क किताब पढ़त हई।
Why are you eating an apple ?,तु काहे सेब खात हवा?
Understand?,कबौ नाहीं
Here is a book.,एईजा एगो किताब ह ।
I can't believe how fast things move on the outside.,विश्वास ना होत हऽ कि बहरे केतनी तेजी से चीजे चले ले।
"Yeah, but I want to get a bit of, you know-- - Will ya?",हम बाहर जा रहल हई कुछ मजा करयँ
This work is very difficult.,ई काम बहुते कठिन बा।
She must be pregnant for five months.,पाँच महीना क गर्भवती रहलँ।
I have two kids: one son and one daughter.,"हमरे दुई लइके हैं, एगो लइका और एगो बिटिया।"
Were you sleeping?,सो रहत रहल?
At the Florida.,फलोरिडा से।
You got anything else you want to say about my brother?,तू हमरे भाई के बारे में कहअ खातिन कुछ अउर चाहत होबा?
This tiger is about to eat a carrot.,ई चिता गाजर खाला।
You watched him dance with the animal.,तूँ ओके जानवरे के संहे नाचत देखला।
She said no one was to know.,मलकिन ने कहले रही केहू निचे पेलें?
"No wonder you are tired, you've been walking for hours.","कवनो आश्चर्य ना ह कि तु थाकल हउव, तु एक घण्टा से चल रहल हऊव ।"
This was lucky.,ई भाग्यशाली रहे।
Please retire now.,हट जा अब।
"Before I could tell you my love, you died.","हम कहि पाइत, ओकरे पहिलवॅ, तू दम तोडि़ दिहला।"
You should hear what they say when Durga takes a few guavas,तू तनी सुनिहा की ऊ का कहत हवँ जब दुरुगा कुछ अमरुद लेति हव।
"Obviously, some people can be put off...","जाहिर हव, कुछ लोगन के दूरे रखल जा सकेला...."
Everyone's waiting.,हर केहू इंतजार कर रहत हव.
"In a word, Brian, what is this job all about?","एक सबद में बरायन, ये काम के बिसे में सब का हव?"
I'm listening.,हम सुनत हईं।
Both of you were on leave.,तु दोनो कब छोडल ।
"That's quite a bunch of guys, huh?",कि लोग क काफी गुच्छा हुह हव?
"Colonel, as you unwrap me,","करनल, आप हमके खोलले के रूप में"
Yuck?,छी?
It's time we had a little talk with Mr. Swayzak.,ई हम सिरी सवेजेक के संहे एगो छोट स बात रहल समय हव।
We watched your play.,हमहन आपन खेल देखले रह्ली जा ।
I was quite clear on which of them I would support.,ओनके समर्थन देवेऽक लेकर हम बिल्कुल स्पष्ट हईं।
I gotta ventilate this heat.,हम इसे गरमी हवादार होई।
How many oranges will you eat?,तु केतना सन्तरा खइब ?
I am seeing you for the last time.,हम तोहके आखिरी बार देखत हईं।
Will you discuss about your problems later?,का तु आपन समस्या पत्र के बारे मे चर्चा करब ?
Caught his wife in bed with some golf pro.,ऊ बिसतरा में कवनो गोलफ खेलाड़ी के संहे अपने मेहरारू के पकरलअ।
I met my uncle.,हम अपने चाचा से मिललीं।
"They lived in fear, the Cold Man was not alone.",वे भय में रहतर रहल की ठंड अदमी अकेला ना हव।
"If I knew Alan's address, I would write to him.",अगर हमरा के एलन के पता पता होइत त हम ओकरा के लिखब ।
What do you want to talk about?,तु केकरे बारे मे बात कइल चाहत हउअ ?
Which boy is such that you know that the boy who hit her is here ?,जवना लईका के तू जाने ल उ एईजा बा जवन उ लईकी के चोट पहुंचइले रहे ?
Which God were you swearing now?,अब कवने भगवान क कसम खात हवा?
She is the one the red-head wants.,ऊ एगो रेड इंडियन क हव!
It was told so by the teacher himself.,इ गुरुजी खुद बतइलें रहल।
"So Moresby Prison issued you a gun, but you paid for it.","त, मोरसबी जेल तोहके बन्नूक दिहलअ, लेकिन तोके भोगतान करेके परल?"
I went to children's school yesterday.,हम कल गइल रहलीं लइकन के स्कूले।
Don't!,मत करा
"Ice, is also great.",बरफ ओ महान हव।
"You will come to know about the kind of welcome we offer when you will come at our place, you will come right?","जी हमरी यहाँ क खातिर त जब तु अईव तबे पता चली , तु त अईबअ न ।"
Where is Matsu?,मात्सु कहवाँ हव?
"Its an auspicious day today , for the first time I ` ve seen Simran laughing wholeheartedly.","आज बहुत अच्छा दिन है, हम आज पहली बार सिमरन के दिल खोल के हसल दिखली ।"
I showed them how they should do it.,हम ओन्हन के देखा देहलीं कि कईसे कई सकेलें।
About the Overlook Hotel?,होटल ओभरलूक के बारे में?
Fine.,ठीक हव।
I just lost my concentration and my animal turned on me.,हम सिरिफ आपन एकगरता खोइ दिहलीं अउर हमार जानवर हमके दे दिहलअ।
I'm counting on you.,तुहरही पे भरोस हव।
You missed it.,तू एके याद कइला।
A son will be born to you.,आपके एगो लड़का होई।
Scared of nothing here.,"नाहीं, इहवाँ के कवनहूँ चीज से ना डरींला।"
A directorate for sports will be set up in Kerala by the government.,सरकार केरल में खेल निदेशालय बनावेऽक तैयारी में हऽ।
The smith beat it flat.,स्मिथ सीधे हरा देहलस।
Don't shout.,चिल्ला मत।
"But you do, and you're choosing wrong.",हम कवनो बात ना आप कइसे अपने दयनीय मानवजीवन
"Hereward, the last of the English, was mighty man.","हेरेवर्ड, अङ्ग्रेजों के आखिर, शक्तिशाली आदमी रहे ।"
I want to roam in the park.,हम पार्क में टहरे चाहत हई।
I wonder if everyone will have read the book.,हमके आश्चर्य होई कि सब इ किताब पढ़ि लेई।
This one thing is enough to prove how good a lover he is.,खाली ई एगो चीजुअ साबित करति हव कि ई केतना नीक परेमी हवॅ।
"Year after that, he did them all including the warden's.","ओ बारिस के बाद , ऊ ओ सब काम करअ...हसटल अफ्सर सहितअ।"
"With your young eyes, can you see Nils?",तुहार आँख युवा हव का तू निल्स को देख सकत हो?
"You gave such good values to the children,that is why Rajesh is such a big name and Prem has also topped in MBA this year.",इतना अच्छा संस्कार दिहली अपना लईकन के तबे त राजेश क एतना नाम बा और प्रेमो त ए साल M.B.A में पहीला आईल बा ।
I shot an arrow in the air,हम हवा में तीर चलइलीं।
Amelie will close the door.,अमेली दरवाजा बन्द कईलस ।
Andy Dufresne who crawled through a river of shit and came out clean on the other side.,जब हम ओके अपने कार में दहिने केले जात क सोचीला त हमके हंसी आवेले।
The raven can be dangerous if it hears us.,रै वेन खतरनाक हव कही सुन नलक आवा
He has no rights.,ओकरे पास कवनो अधिकार ना हव।
Please give me juice.,हमके जूस द।
Some people find this more difficult than others.,कुछ आदमी एके बहुत कठिन कहेलन अन्य के तुलना में ।
"The second contender is the warrior who crushes our enemies, the mightiest of the mighty,","दुसर का परतिजोगी हवॅ ऊ जोधा, जे हमरे सत्तरुन क नॉस करत हवॅ, बहादुरन में बहादुर।"
We lived in Hyderabad.,हमहन क हैदराबाद मेंरहत रहली जा।
Do you have goods of custom duty ?,का तोहरे लगे कस्टम ड्यूटी के समान बा ?
Wait till I come.,रुका हम आवत हईं।
Do you think you have seen me somewhere before ?,का तु सोचत हउअ कि तु पहिले कहि हमके देख चुकल हउअ ?
Can you give me an advice ?,का तु हमके सुझाव दे सकलअ ?
Is a piece of paper.,कागज क एगो टुकड़ा।
Why did you go to Raju ?,तु राजू लगे काहे गइल।
It's the belt of my cap. It's loose.,हमरे टोपी क बेल्ट ढील हव ।
What the heck was that?,ई कईसन बेवकूफी हवे?
Again Deepchand requested him to verify his statements from his friend Nawrang.,दीपचंद दोबारा से कहऽल कि ओकरे बयान के ओही क दोस्त नवरंग से जांच लेहल ज।
Any fucking thing for him.,ओकरे खातिन कुछहू ।
"You may see her at once, if you like.",तोके नीमन लागे त एके बार में ओकरा के देखा सक ताड ।
It seemed to me that she had never sung so well.,हमके लगऽत कि उ बढ़िया से नाई गावऽल।
I think I know your face.,हमरे ख्याल से तोहके हम चीन्ही ल।
"""Maybe I should call Bella"". ""Maybe I should call Bella and hang up"".","बेला रखत हव, बोलाव के चाही, सायद हम कहत हईं बेला चाही।"
My brother has eaten frogs' legs three times.,हमार भाई मेघा क टांग तीन दांयी खइले हऽ।
Uh...,उह....
You were as late as Rahul for the concert.,तु भी राहुल के तरह कॉन्सर्ट खातिर लेट हवा।
My brother looked for the keys and I searched for them too.,हमार भाई चाबी खोजत हऽ और हमहु।
The performance was not up to the mark.,प्रस्तुति बहुत नीमन ना रहे ।
"Yeah, Lasse. Run down and get us some more brandy.","आ, जाओ, छोड़ो भी।"
"I didn't shoot my wife, and I didn't shoot her lover.",हम अपने मेहरारू अउर ओकरे परेमी के ना मरलीं।
They were jealous of her.,उ सब ओसे ईष्या करेला ।
Can you teach me?,का तु हमके पढा सकलअ ?
This time let us go to Australia for the holidays.,ए बार हमके छुट्टी पर ऑस्ट्रेलिया जाए द।
Can you face such type of situation?,का तु इ तरह के स्थिति पर सामना कइ सकलअ ?
What did the hunters do with the hundredth tiger after Maharaja had left?,महाराज जब सौंवा शेर छोड़ देह ल त शिकरिया का कइलस।
You were not here.,तु यहवा नाई रहल ।
You believe I have a soul...,आपको लगत हव की हम एक आत्मा हव हम ना
Who is coming to meet you just now?,अब्बे तोहसे मिले खरतिन के आवत रहल हउअ ?
Did you get down from the bus ?,का तु बस से शुरु कइलह ?
That's all they want or understand.,ईहअ ऊ चाहत हवँ चाहे समझत हवँ।
I said give me that bottle!,इ बोतल हमें दे दा काँगस्टरप
Are you going to school ?,का तु स्कुल जात रहल हउअ ?
One cannot gather grapes from thistles.,केहू अंगूर के उरकटारा से इकट्ठा ना कर सकेला ।
How many times will you go to her house?,तु केतना बार उनके घरे जइब ?
But she's with us like daughter.,लेकिन उ हमर इहाँ बियाह करके आइल हव।
They were working.,ऊ लोग काम करत रहे।
Its president is Bherumal.,एकर अध्यक्ष भैरुमल हवे।
We will work.,हमनि काम करब ।
My friend and I sing.,हमार दोस्त और हम गाइऽल।
They will come with her.,उ लोग ओकरे स्ंगे अईहें ।
Will the carpenters be working at this time?,का ई समय बढ़ई काम करत होईहन?
You better get used to me.,बेहतर होई की तू हमरे खातिन इसतेमाल कयल गयल हवा।
Or before I could...,या हम कइ सकत पहिले
Acute bronchitis is often caused by the same viruses that cause colds .,तीव्र ब्रोंकाइटिस अक्सर एक ही वायरस के कारण होता है जिससे सर्दी जुखाम होता है।
Who do these men love ?,ई लोग केसे प्यार करेला?
I'm not a geek!,हम एक गीक ना हई।
How does your madam ask question?,तोहार मैडम कइसे प्रश्न पुछले?
"We remember them whom we forget , I never forgot you.",याद त ओकर आवेले जेके केहु भुला जाला हमहन क तोहके भुलाईल ही कहा बाडी जा
"Thank you, Susie.","धन्नबाद, धन्नबाद, सूसी।"
Which table ordered which wine ?,कवन मेज कवना शराब के आर्डर दिहल स ।
Keep the ball moving.,ढुरकत गेना धई ला।
How could you be compared with them?,ओनसे कइसे तोहार बरोबरी कइल जा सकी?
It might be truly said of him that he never sought honour.,ई सब सच सच कहे के चाही ।
If not accept my challenge.,अगर हमार चुनौती सोवीकार ना हव।
"Kongstrup, come out and help an old sweetheart!",काँगस्टरप बाहर आवा अउर पुराना परेमिका की मदद करा।
Innocence is not proof of scandal.,मासूमियत घपला क सबूत नाई हऽ।
I thought if Munna was here...,हम सोचली यहवाँ मुन्ना
We came along the path.,हमहन क रास्ता कि आरी आईल रहली जा।
"Easy, man.",अराम से अदमी
Are you mad?,का तू पागल हवा?
I had called him.,हम ओके बोलइले रहली।
What does the maternal cousin sister mean ?,ममेरी बहिन क का मतलब हऽ।
I usually finish work at 5 o'clock.,हमार काम 5 बजे तक वइसे खत्म हो जाऽल।
"[Stephen] Get it on your shoulder, Probie.",(इसटीफन) अपने कान्हे पोरबी पे मिलती।
He was going to beat me up.,उ हमें मारय जात रहल
Leela saw her crying.,लीला ओके रोवत देखलस।
You both look very cute.,तू दूनहू बड़ा पिआरा लगत हवा।
What do you infer from Sam’s letter to Charly?,तोहार चार्ली खरतिन सैम के चिट्ठीया से का अनुमान हउए ?
Faster if you took your clothes off. - Jake.,जाइब गरम जल्दी से तू अगर खुद के दूर ले कपड़ा
I must know where I stand in your heart.,हम जानल चाहत हईं कि तोहरे दिल में हमार का जगह हव।
"You were shattering, boss.","आप हिलाइ दिहला, बॉस - साहेब"
It was careless of her to make a mistake.,ई उनकर लापरवाही रहे कि ई गलती भईल।
You're disturbing the service.,तू परवचन में बाधा डालत हवा.
"Hey, fish.",अरे मछरिअन।
They say that he will praise her.,उ लोग कहत हवें कि उ ओकर प्रशंसा करी ।
Our house is cursed.,हमार घर सरापल हव।
You seem angry.,तु गुस्साइल लगत हउअ ।
"Go then, said the ant, ""and dance winter away.""",जा औरी चीटीं से कह कि नाच जाड़ा चल गईल ।
Mio eats breakfast and she goes to work.,मिया नाश्ता करत और उ काम पर गइल।
What can I do for you?,हम तुहरे खातिन का कइ सकत हईं?
Please let us allow to go for a picnic.,तनी हमहन के पिकनिक जाए खातिर आज्ञा दा।
"Actually, Kongstrup has offered to help me and see me to the boat.",काँगस्टरप हमें नाव तक ले जाई।
Help me up,हमके उठावा।
Woo hoo! That's me!,कि हमके हव।
That's it!,इ बात हव!
"My name is Tahajudin Sudibyo, and people call me Dibyo.",हमार नाम तहाजुद्दीन सुदिब्यो है लोग हमके दिब्यो बोलावें ल।
But these relationships are formed by speaking out the heart.,मगर इ दिल क रिश्ता दिल क बात कही देले से वनेला ।
Don't put yourself out on my account,हमारे वजह से अपने आपके तकलीफ में मत डारा ।
They're part of the formula?,हाँ- ऊ सूत्त क हींसा हवँ?
How can you say that she was your friend?,तु कइसे कहि सकल कि उ तोहार दोस्त रहल ?
Can you copy this note?,का तु इ नोट के नकल कइ सकलअ ?
Am I abusing?,का हम गाली देत रहनीं?
You opened the gate.,तु गेट खोला।
I have to say that's the most amazing story I ever heard.,हम कहत हईं की ई अदभूते कहनी हव।
Go to work !,काम करे जा ।
An overdose of this medication can cause serious harm .,ई दवाई के अधिक खुराक ले लेहला पर गंभीर नुकसान हो सकेला।
The situation seems to have got quite out of hand.,ई स्थिति एक हाथ से निकलत नजर आवत बा।
Ranjan is in the reading room.,रंजन पढ़े वाले कमरा में हऽ
It's okay.,"भूलिजा, ई ठीक हव।"
You will teach them Sindhi.,तु ओनहन के सिन्धी पढ़ावा।
How does the ancient mariner stop the wedding guest?,प्राचीन समय के नाविक सब केहगा शादी के मेहमानों को रोक सकल लोग?
Nobody has seen him since last week.,अंतिम एक हफ्ता से केहूँ ओके ना देखले ह ।
I am talking on his behalf.,हम ओकरे जगह बात करत हईं।
"Babu Jee! Babu Jee! I had told you that I will win the best navy cadet cup, see this.",बाबू जी! -2 हम आपसे कहले रही न कि हम अच्छा पानी की जहाज क कप जीत के दिखाईब देखअ ।
Ram saw Mohan.,राम मोहन के देखले हऽ।
I will have to go where you tell me to go.,तू जहां कहब हमके जाएक होई।
Do you work?,का तु काम करत बडअ ?
Wait a minute.,एक मिनट रुका।
What do you eat?,तु का खात हउअ ?
"You have become the bride ` s aunt now, search a good groom for yourself.",अब त तु दुलहन क बुआ हो गईली अब ते अपने खातिर कवनो अच्छा दुल्हा त चून ले ।
I am preapred to forsake ornaments.,हम गहना छोड़े खातिर तैयार हईं।
I could not understand the first word.,हम पहिला शब्द नाई समझ पवलीं।
I admit I didn't think much of Andy first time I laid eyes on him.,"हम मानत हईं, पहिली नजर में हमके एंडी कवनो खास ना लगल रहल।"
How many tables are in your classroom?,तोहरे ककशा में केतना टेबुल हव?
I want my daughter to know me.,हम चाहत हई कि हमार बेटी हमरा के जाने ।
The farmers have sheared the sheep.,किसान लोग भेड़ पालन कईले बा।
See you.,फिनू मिलब
I am so sorry.,हमके माफ कइ द।
"What you did to him, I want to protest.",परसिद्दू सूरी...एक पिता के रूप में हम
Will the publisher bring out your new book?,का तोहार नया किताब के प्रकाशन होई?
I don't know how is she now ?,हमके नाई पता कि उ कइसन हऽ।
I do too.,हमरहू पास हव ।
Did he not save you from drowning?,का ऊ तोहके डूबला से न बचवलन?
Movies bore me.,सिलेमा हमके बोर करेला।
"Danny, mind what I say.","डेनी, धिआन दा हम का कहलीं।"
They are inventing a new gadget.,उ लोग नया वस्तु बनईहे ।
You've had a grand-daughter in the meantime.,"तुहरे एगो पोती हव, एह बिच्चे में।"
The auditor went over the balance sheet.,लेखक बैलेंस शीट से ऊपर चलि गइल।
Ahmad speaks to himself.,अहमद अपनी खातीर बोलेलअ ।
I know buggy- driving.,हमके बग्गी चलावे आवऽल।
You crooked son-of-a-bitch!,आप दामाद की एक कुतिया कुटिल।
You dead?,तू मरि जा?
It is regarded as the cradle of Buddhism.,ई बुद्ध धर्म के मनला से जुड़ल हवे।
I live in Kolkata.,हम कोलकाता में रहीं ल।
"I just-- you know,",हम अबहिन तोहके पता हव।
You see that glow flashing in the corner of your eye?,तू ओवमक के अपने आँखी के कोने में चमकत देखत हवा?
You are not around nowadays.,तू आजकाल्ह आसपास ना हवा?
Once saint Makhdum Bahaudin from Multan along with his diciples had come to Thata in Sindh from Badin.,एक बार संत मखतूम बहुद्दीन मुल्तान से अपनी चेला के साथे बदिन से सिंध थता अईलन।
Where do they live ?,ऊ लोग कहां रहेला?
I will see more some other time.,कौनो दूसर समय हम और देखऽब।
She and I jumped.,उ और हम कूदीऽल।
You did good work.,तु बढ़िया काम कइला।
A single dose will normally protect against inhalation .,एगो खुराक आम तौर पे साँस लेहला से बचाई।
You must kill your biggest enemy.,आपके अपने सबले बड़ा दुस्मन के मारे के चाही।
I guess you know what you're doing.,हमके पता लगत हव तू का करत हवा?
That's why you are tired.,येही वजह से तू थक गईलअ।
I have a little shadow which goes in and out with me.,हमार छोट परछाई हमरे साथे चल जाली।
My friend saw the Prime Minister yesterday.,हमार दोस्त कलिहां प्रधानमंत्री के देखलस।
I warned him that there were pickpockets in the crowd.,हम ओके चेता देहलीं कि भीड़ में जेबकतरा होइहें।
Next time I'll let you win.,अगली बेर हम अपने जीत जाइब।
We were learning Sindhi in Poona.,हमहन क पुना में सिन्धी सिखत रहली जा ।
"You carry on, I'll wait.","तू जा, हम इन्तेजार करब।"
"Jake, stop!",याकूब बस
Are you happy ?,का तु खुश बाडअ ?
"Hey, I have been rewarded in diving with three-four medals.",अरे डाईविंग मे त हमके तीन –चारगो मेडल मिल चुकल बा ।
I beg your pardon.,हम तोहसे माफी चाहत हईं।
I cannot understand him.,हम ओके समझ नाई पइलीं।
Actually nothing is difficult for a person who has interest in learning.,वास्तव में कुछ भी कठिन ना हव के अदमी के खातिर जेके सिख में रूचि हव।
On the way back You should never look back.,वापस रास्ते में....हम मुड़कर नाही देख के चाही।
I do not know what his name is.,हमके ओकर नाम नाई पता।
Goddamn--!,हे भगवान!
"You'll find out lt won't happen to me, I just know it won't","तुहूहूँ के पता चलि जाई। हमार ना होई, हमके पता हव हमार सादी ना होई।"
Is he damaging your house?,का ऊ तोहरी घर के नुकसान करत बाने?
Will you bring my bag?,का तु हमार झोला लइब ?
I really like his personality.,हमके ओकर पर्सनालिटी पसंद हऽ।
Man cannot die better than facing fearful odds.,आदमी बिना ख़तरनाक मुश्किलन क सामना कइले नाई मर सकल।
Why do you think he left early ?,तोह्की काहे लगला कि उ पाहिले छोड़ देलस?
The load weighs three tons.,ई भार तीन कुंटल होई।
Help!,मदत करा!
I advise that you go to Apsara theatre.,हमके ओके सलाह देहली कि अप्सरा थिएटर जा।
Had she hugged her little brother?,का ऊ अपनी छोट भाई के गले लगवली?
Has she given good attempt?,का ऊ बहुते अच्छा कोशिश कईले रहली?
Ravi is coming to Mumbai next week.,रवि अगले हफ्ता मुंबई आवऽत
The conflict is unlikely to be resolved in near future.,नजदीकी भविष्य में ये संघर्ष के समाधान के कवनो संभावना नईखे।
I feel like going for a walk by the side of the lake.,झील के किनारे हमके अइसन लगऽल कि हम टहरत हईं।
Your conduct is very peculiar.,तोहार वेवहार बहुत अजीब हव।
Image:,छबी:
You may have to wait a bit.,तोहके कुछ देर इन्तजार कर के पड़ी।
My expectation is that you'll sleep on the bed of flowers in deep sea...,हमार उमेद - आसा हव कि तू गहिरे समुन्दर में फूलन के सेज पर सोइब।
I figured...,हम हिसाब लगवली की...
Both of us there till last year.,हमहान क जानी ओही जा रहली जा ।
Can you take bath for two times in the winters?,का तु जाडा मे दूइ बेर नहा सकलअ ?
You have written letters.,तु चिट्ठीया लिख चुकल हउअ ।
It was the work of a wild animal.,ई एगो जंगली जानवर के काम रहे।
How often do you go to the cinema?,तु केतना बेर सिनेमा जालअ ?
Go and sit on your bench.,जा और अपने बेंच पर बइठा।
They were flying kites.,उ सब पतङ्ग उड़ावत रहे ।
"Mr. Hallorann, are you scared of this place?","सूरी हेलोरन, का तू डरत हवा येह जगही से?"
If you don't mind my saying so.,अगर तू हमरे अइसन कइले क बाउर न माना।
He'll pay for what he did. You can be sure of that.,यकीनन ओके दंडित कयल जाई।
Ravi is the best among them.,वो सबन में सबले बढ़िया रवि हऽ।
I see things differently now.,हम चीज़न के अलग तरीके से देखीऽल।
A boy is in the house.,एगो लइका घर मे हउए।
I am feeling fine.,हमके बढ़िया लगऽत।
I am sorry to hear this.,इ सुनि के हमके खेद हऽ।
She thought she thought of it herself.,अइसन लगल मानाइ ओकर खुद क विचार रहल।
"Eat, eat.","खा, खा."
"Although we searched everywhere, Curtis could find no trace of his shoes.","यद्यपि हमनी के सब जगह खोज लेहनी जा, कर्टिस के उनकी जूता के कवनो निसान ना मिलल।"
"Bahu! Lalloo left yesterday and you will leave today,who will entertain us?","बहू कल लल्लू चल गईल , आज तोहन लोग चल जईवअ , हमरा मन कइसे लगी ।"
Yeah.,सुकिरिया।
I want to change this ticket.,इ टिकट हम बदले चाहत हईं।
Has his temperature gone down?,का उनकर तापमान निचे हो गईल बा?
I have found the umbrella.,हमके छाता मिल गइऽल।
Are you kidding me?,आप हमसे मजाक करत हवा?
There were many people in the library.,पुस्तकालय में बड़ा आदमी रहऽल।
Let's get these eggs going.,"हाँ, ई अंडन जइसन मिलत हव।"
How did the war affect the boy’s family?,लड़ाई ने लईकन के परिवार के कइसे प्रभावित कइलस ।
Will he have been working for two hours?,का उ दुई घंटा खरतिन काम कई रहल होइहे ।
How long were they waiting for?,ऊ लोग कबले इंतज़ार करत रहे?
This is the most perfect specimen I have seen.,अबहीं तक हम जेतना देखले बानी ओह में ई सबसे बेहतर नमूना रहे।
Who goes there?,उहाँ के गईल?
Who am I ?,हम के हईं।
My arm ain't worth a damn.,हमरे हाथ में एगो दुकान के लायक ना हव।
"You may admit it. - No, you pretty much nailed it.",काहें उ एक महत्वपूर्ण सदेश रहल
Answer the first question before you proceed further.,पहिला प्रश्न के उत्तर दअ आगे बढे से पहिले ।
Actually! I wanted your psychology notes.,"जी , हमरा के आपसे साइकोलाजी के नोटस चाहि"
They have been best friends since they were children.,बचपन से ही उ सबे अच्छा दोस्त हवें ।
We could visit the whole city.,हमहन क पुरा शहर क यात्रा कर सकत हई जा ।
Then why don't you go to sleep?,त फिनू तू सुति काहे ना जाता?
The ladies have arrived.,औरतिए पहुंच गइलीं।
Will he go today?,का ऊ आज जईहन?
They have not been shouting at me.,उ हमरे उपर चिल्लात न हवें ।
I liked rice a lot.,हमके भात ढेर नीक लगऽल।
"Get up, son, go home.","उठ जा, बेटा, घरे जा।"
"You know , he cannot do anything without me.",तु जानत हव कि उ हमरी विना कुछ ना कर सकेले ।
Mani is two years older than Rati.,मनी रति से दुई साल बढ़हन हईं।
Pretty thing.,सुन्नर बात।
It was so small I could not see it.,ई इतना छोट रहे कि हमसे न देखल गईल।
I much prefer basketball.,हम बॉस्केटबाल पसंद करऽब।
He knows what he's doin'.,"ऊ कहलँ की ऊकरत हव, का जानत हव।"
This book will be useful to Ram.,ई कीताब रमेश खातिर उपयोगी हो सकेला।
The man knew where he had left it.,आदमी जानल उ कहां छोड़ले रहल।
Will you do it now?,का तु यहके अब कइ लेब ?
Ram came home.,राम घरे आइऽल।
And I know all your nieces and other nephews feel the same.,आ हम जानत हई कि आप क सब भतीजी आ दूसर भतीजा इहे समझेन ।
Beg your pardon?,माफ करीं?
Leela told him that the poor servants would serve you and meet all your needs.,लीला बतइले हऽ कि एगो गरीब नौकर तोहार सेव करी और जवन जरूरत हो ई देई।
Don't believe him.,एकर मत सुनु।
Rust has eaten away the plate.,जंग दूर से प्लेट खाइले हउए।
You know well enough what I mean.,तु काफी बढ़िया से जानला हमार मतलब।
"That's enough, uncle.",सब ठीक हव मामा।
"I tell him to be quite, but he takes no notice of it.",हम ओके शांत करेऽक प्रस्ताव देहली लेकिन उ एह पर ध्यान नाई देहलस।
She tried to strangle Danny.,ऊ डेनी क गला घोंटले का कोसिस कइ लऊ।
Would you lend me your scooter ?,का तु हमके आपन स्कुटर उधार देब ?
Didn't she do well?,का ऊ अच्छा ना कईली?
Today her sister has come.,आज ओकर बहिन आयिल बिया ।
You must be exhausted all the way from Bombay.,तोहके बमबई से सब रास्ता थकान भरल हो सकला ।
Shhh!,ईस!
And she was afraid that she might develop the taste of royal food.,आ उ डरत करे कि ओके अच्छा खाना क लत न लगे ।
Come in,आइजा।
I would never feed my dog commercial dog food.,हम अपने कुक्कुर के कभौ बाज़ारी खाना नाई देइऽल।
"To apply, candidates should send a two-page C.V.",आवेदन खातिर उम्मीदवार के दू पेज क बायोडाटा भेज के चाहि।
On thus being free he again quickly rode to Ludano.,अइसे आजाद भइले से उ फिर से लुडानो खातिर सवार हो गइल।
You're the only one he listens to.,चला एरिेक
You came with them.,तु ओनहन के साथे आवा।
Just have to be faster.,बस तेजी से होखअ के हव।
Brooks ain't no bug.,बरुक्स कवनो कीरौना ना हऽ।
Ram has four buildings.,राम के चार बिल्डिंग हऽ।
Cars are supposed to drive on the right side of the street.,कार के हमेसा रास्ता के दाहिना तरफ चलावे के चाही ।
What a beautiful night!,का इ सुन्दर राती बा !
Norinei MIKI Ryutaro Tatsumi written and directed by Shohei Imamura,नोरिनेई मिकीर सुतारो तात सुमी सोहई इमामुरा दुआरा लिखल अउर निरदसित।
"I could come next week, or the week after.","हम अगले हफ्ते आ सकी ल, नाई त ओकरे बाद।"
The match ended on a draw.,मैच ड्रा पर खत्म भईल।
They hadn’t been working hard.,ऊ लोग मेहनत ना करत रहे।
Garment factory.,गारमेंन्ट फैक्टरीं।
How has man disturbed it?,आदमी कइसे एक छेड़ देहलस।
Oscar bites his Banana and Bert does too.,ओस्कर आपन केला खात हऽ आ बर्टो भी ।
You read Sindhi newspaper.,तु सिन्धी अखबार पढ़ला।
By which train did you go from here.,तु इहाँ से कउने ट्रेन से गइला?
Rohit avoided Sudha and passed in front of her.,रोहित सुधा के नज़रअंदाज कइलस और ओकरे समनवे से गुज़र गइल।
I was kept in by a bad cold.,हम बुरी तरह ठंडा में घिरल रहलीं।
Mohan also has to go home.,मोहन भी घरे गइल।
How do your friends come to Delhi?,तोहार संघी दिल्ली से कइसे आयल?
I gave a rose to the girl that Kate saw.,उ लड़की केट सा के हम गुलाब देहली।
"These are only five rupees, will the book be available for this much?","ई खली पांच रूपया हवे, का इतना में किताब आ जाई?"
I have been on my feet all day.,हम पूरा दिन खड़ा रहलीं।
Up with him! - Come on.,ओकरे संहे!
It is never the same without Vipasha.,विपाशा के साथे इ हमेशा होऽल।
I've been cursed since the day I was born!,जवन दिन से जनमल हईं हमरे उप्पर सराप लगल हव ।
A fair little girl sat under a tree.,एगो साफ़ सुंदर लड़की पेड़ के निचे बईठल रहे।
He is as stupid as he is lazy.,ऊ जेतना मुर्ख हवन ओतना सुस्त भी।
We watched Sindhi play yesterday night.,कल हमनि एगो सिन्धी नाटक देख्लीं ।
How many clients do not use her towel?,केतना ग्राहक आपन तौलिया ना प्रयोग करेलन ।
"Mr. Sharma, which place do you belong to?",आप कहां से आइल हईं शर्मा जी!
She took over for Harry when he died.,इ जगह हरे बिषों हव गरहण कइले हव जव उ मर गयल
Did I go to the supermarket ?,का हम सुपर बाजार जाईब?
We were to be taught.,हमहन क सिखावल जात रहे ।
