en,bho
There three things to do to be a successful student.,एगो सफल छात्र खातिर ई तीन चीज हवे।
We were very happy.,हमहनक बहुते ज्यादा खुश रहली जा ।
Please!,किरिपया....
I will adhere to my plans.,हम इहां आपन योजना बतावत हईं।
It gave me a headache.,ए से हमके सर दर्द होखे लागल।
The patient is no better today.,मरीज आज ठीक नइखे।
We don't mind. -Good.,हम बुरा ना मानत हईं।
"Were I your teacher, I would insist you try harder.",हम तोहार शिक्षक रहतीं त बोलतीं कि जयदा मेहनत से कोसिस कर ।
"It'sjust like pictures in a book, Danny.","ई सिरिफ एगो किताब क चित्तरन जइसन हव, डेनी।"
"If you don't like the food, then find some other place! It would be a pleasure to see the last of you!",यदि खाना पसंद ना हीन दुसरे जगह जा।
We can add to it. Maybe go visit... the world's largest catsup bottle or something.,"बच्चन, सायद आप ओनके पूछअ खातिन सब जगह जत्तरा कइले रहलीं।"
We might have come late.,हमहन क देरी से आ सकत हई जा ।
Is there any Sindhi program airing on the radio ?,का रेडियो पे कवनो सिंधी प्रोग्राम आवत बा?
Rama is our fast bowler.,राम हमन क तेज गेंदबाज हऽ।
It is the thing to do.,ई करे वाला कम हवे।
You opened the book.,तु किताब खोलल ।
"Where have you been, Auntie lndir?","तू कहवाँ रहलू, इन्निर चाची?"
You do not visit the castle.,तु किला नाई देखत हउअ।
Sheila does not have car.,शीला के लगे कार नइखे।
How many fields do you have?,तोहरे लगे केतना खेत हउए ?
I would arrive home at four and mother would offer me tea immediately.,हम चार बजे घरे पहुंच गइलीं और अम्मा तुरंत हमके चाय देहलस।
"If you're staying here, stop begging;","अगर तुहके इहवाँ रहेके हव, भीख माँङल बन्न करा।"
Watch your step.,देखिहा आपन कदम।
Guy comin' by in a few minutes to take a look at it.,लइका येपर एक नजर डारे खातिन कुछअ मिनटन में आवत हव।
I still want to go.,हम अब चले चाहत हईं।
Meena was waiting for Saturday.,मीना शनिवार क इंतजार करत हऽ।
Could you open the door?,का तु दरवजा खोल सकत रहल ?
Do you live near her.,का तु उनके लगे रहल हउअ ?
Sean!,सीन?
I am working.,हम काम करऽत हईं।
Two and a half miles later To go through seven turns.,ढाई मिलके बाद....
Are you mad?,का तू पागल हवा?
Or you will do the hardest time there is.,चाहे तू इहवाँ सबले मोसकिल समे बितइबा।
Ramesh will not be able to do this job.,रमेश इ नौकरी लायक नाई हऽ।
"To work is to human, to reward is to God.","इंसान के आपन काम करे के चाही, ओकर परिणाम भगवान दिहे।"
You might get a little confused.,हमने तुहार हवा बदल दि हव
Dear! There is a lot of snowfall there.,बेटा उहाँ बडा वरफ पडेला ।
We must start without further delay.,हमहन क बिना देरी कईले सुरु कर देवे के चाही।
How did you come here?,तु यहाँ कइसे अईली
"Also, they should not smoke or drink alcohol .",ओ लोग के धुम्रपान और शराब पियला से भी बचे के चाही।
I will go to Baroda.,हम बड़ोदा जाइऽब।
You tell about the Hockey.,तु हाकी के बारे में बतावा।
Fit people are better able to cope with stress.,स्वस्थ लोग तनाव के बहुते बेहतर तरीका से सह लेला के योग्य होला।
You can only guess.,तु खाली भाप सकल ।
The boy who fell off his bicycle has hurt his leg.,लइका जवन आपन साइकिल से गिर गईल ओकरे गोड़े मे घाव लग गईल हउए।
Want me to help you?,हम तुहार मदद कर सकत हईं?
Christmas is the season when everyone is happy.,क्रिसमस के समय हरेक खुश रहेला ।
What should I do now ?,अब हमके का करे के चाहीं?
Was Mr. Smith at home ?,का श्रीमान् स्मिथ घरे बानअ?
Who do you think will come ?,तोहरे विचार से के आई?
I don't want any more trouble from you.,हम नाहीं चाहत तू लोगन की अउर परेसानी
I'll be there at nine if I can catch the early train.,हम ऊहां नौ बजे पहुंचब अगर जल्दी के रेल पकर लेब ।
What a taste!,का स्वाद बा।
I blew it.,हम एके उड़ा दिहलीं।
Fuck it!,भाड़ में जाय!
#Some are gonna go for broke#,# कुछ वाला तोरि दिहलअ # के खातिन गयल।
[Dispatch Radio],डिस्पैच रेडियो।
I am a Sindhi teacher.,हम सिंधी क मास्टर हईं।
Making me look bad.,हमके बाउर लगत हव।
And his poor parents been papering Seattle with these things ever since.,ओकर माता पिता के गरीब तब तक सतलू सुन्दर इ
"Had you asked him, he would have helped you.",तु ओकरा से पूछले रहत त उ मदद कर सकत रहे ।
I am pleased to inform you that the book you ordered has arrived.,हमके इ बतावे में खुशी होऽत कि जवन किताब तू मंगइले रहऽल उ आ गइल हऽ।
No fair anymore.,जानि करा: अब ठीक नाहीं।
We watched the full-length version of the movie.,हमहन क फिलिम क पुरा लम्बाई संस्करण देखले रहली जा ।
"And to his father, a Swedish woman... an immigrant worker, is--",हम उनके खातिन खास अच्छा ना करत हई हम नाहीं जानत की का करय के हव।
I took her classes while she was sick.,हम ओकर क्लास लेहली काहे से कि उ बीमार हऽ।
"See ya next year, Ronald.",अगिले साल रोनाल्ड फिनू मिलब।
Will she see her father?,का उ अपने पापा के देखत होईहे ?
I like historical movies.,हम इतिहास वाला पिक्चर पसंद हऽ।
I wake up scared.,हम डेराइके जागि जाइला।
The situation seems to have got quite out of hand.,ई स्थिति एक हाथ से निकलत नजर आवत बा।
Invalids are not capable of continued exertion.,उ लगातार मेहनत करे लायक नाई हऽ।
Where is the refrigerator ?,फ्रिज कहां ब।
I've seen that type of injury before.,हमने ऐसे जखम पहले भी देखले हईं
"The vehicle was anyhow being pulled with one wheel , now there is the other wheel also , both can now balance each other.","एक पहिए क गाड़ी घिसट रहल हीय, अब दूसर आ गईल, एक दूसरे क सहारा मिल गईल ।"
"Ramesh, who are those?",रमेश उ के हऽ
I consider John a real idiot.,हम मानीऽल जॉन सच में मूरख हऽ।
I'll go on the 7.30 bus.,हम 7।30 बजे क बस से जाइऽब।
It seems from your faces that all of you are exhausted.,तोहार चेहरा देख के अइसन लगत हव की तुलोग एक थक गयल हवा?
I played,हम खेललीं।
They are improving day by day.,उ लोग दिन प दिन सुधरत हवे ।
He's crazy!,ई पागल हव!
"I like it, nevertheless, it's very expensive",हमके इ पसंद हऽ भले ही इ केतनो महंग हो।
I did not forget my manners even after staying and studying in London.,लन्दन मे रहला सेअ एहा पढला –लिखला से हम आपन संस्कार ना भुलाई हई
Thus being dejected they decided to find another way.,ए प्रकास से निराश भईला के बाद ऊ लोग एगो अउरी नया रास्ता खोजला के प्रयास कईल।
The boy ate his lunch.,लइका उनकर दुपहरिया के खाना खइले ।
I did.,हम कइलीं।
"I'm kissing my darling, my sweet heart Indu.","हम अपनी पिरियो डारलिंग के चुम्मा करत हईं, हमार पिआरी इन्दू।"
You must say such a thing.,तोहके अइसन बात कहे के होइ।
I know that he did it.,हम जानीऽल इ तू कइऽल हऽ।
Shoot me then.,त चलावअ गोली
Shall I prepare tea ?,का हम चाय बनाई?
Manju is a very good writer.,मंजू बड़ा नीक लिखे ली।
Sir! My Parents are struck inside and I shall go from here?,साहब मोर माई और बाबूजी भीतर फसल बडअ जा और हम यहाँ से चल जाई
Where is the nearest drycleaners shop here ?,इहां के सबसे नजदीकी कपड़ा ड्राई क्लिनिग करेवाला दुकान कहां बा?
Guard the hallway!,दालान - ओसारा रखवार!
It is certain that he will be late.,ई त तय बा कि ऊ देर कर दिहन।
Those bites are like mine.,निपटनो के निसान से
"As for mine, I do not know.","अउर हमार, हम ना जनतीं।"
Can any harm come to one whom God protects?,जेकर रक्षा ईश्वर करे ल ओकरा पे कवनो समस्या आ सकेले का?
Someone's been in here.,केहू इहवाँ रहल
How do they treat her?,उ सब ओकरा से कैसे पेश आईल ।
They say that she is being praised by him.,उ लोग कहत हवें कि।
"Moriro the boat man is even today remembered and admired by people for his cleverness, wisdom and courage.",मोरिरो जवन की नाविक हऽ लोग जे के याद करेंऽल ओसे प्रेरणा ले ले ओकर च।
Have you ignored him?,का तु उनके छोडत चुकल हउअ ?
That's him.,ईहअ हव।
I have been saddled with debts for fifteen years,हम पन्नरह साल रीन तरे दबल हईं।
A boy who was going to the market is my brother.,एगो लइका जवन बजार मे गईल रहल हमार भाई हउए।
How's the job going?,कइसन काम चलत हव?
Let him rest awhile.,ओके थोड़ी देर अराम करअ दा।
We're not looking for that.,हम ओके ना खोजत हईं।
In the box they found a beautiful girl child.,संदूके में ओनके सुंदर लइकी मिलऽल।
Rita wrote a novel and now she is also getting a poetry collection published.,रीता उपन्यास लिखले हऽ और अब एक कविता संग्रह छपवावत ब।
It will happen as sure as death is sure.,ई होई अईसे ही जईसे की मौत के भईल तय हवे।
The wolves took over so the Cullen's can hunt.,भेडि़यां क शिकार तो ले जा रहल हव की ना कलेन सकत हव
The dog was growling.,कुत्ता गुर्रात रहे ।
"Yeah. Dress, the reception, the guest list... I mean, who knows who she's gonna invite?",बनजे निकू अपने परयाप्त करय तुहके पता हव की उ अतिरंजना करय खातिन पसंद करत हव
We wanted to go to the Louvre as early as we could.,हमहन क लौवर जाईल चहत रहली जा जेतना जल्दी जा सकत हई जा।
We seldom see ourselves as others see us.,ह्महन क दुसरे कि अपेक्षा कभी कभी अपने के देखली जा।
It eats magnesium.,ई मेगनीसिअम खाति हव।
Had you been repairing the car?,का तु कार ठिक कइ रहल बाडअ ?
You can't count on his help.,तु उनकरे मदद से नाई गिन सकल ।
"Sometime, I wish I wasn't married.",कबो हम सोचीला कि हमके शादी ना करेके चाहत रहे \।
Can you open your month?,का तु आपन महिनावा खोल सकलअ ?
Does she want to succeed in her life?,का उ आपन काम मे सफलता चाहत हई ?
isn't Erik coming?,बे इहाँ अकेले नाहीं रह सकत परबंधक के बिना।
All boys took bath in the rain.,कुल लइके बरखा क पानी में नहा लेहले।
The boss should be pleased with you.,साहब आपके साथ खुश होइहें।
What does your husband do ?,तोहार पति का करत हउए ?
The ear may get infected.,कान शायद संक्रमित हो जाइ ।
"My hair was on fire, my hands, everything.","सब कुछ हमार बाल आग, हमरे हाथ पे रहल।"
A war broke out.,एगो लड़ाई झकझोर देहले।
The girl is growing tall.,लाइकी लम्हर हो रहल हऽ।
Ram wished to sing this song.,रमेश गाना गाए चाहत हऽ।
You have to go to a school.,तोहके इस्कूल जाए के हव।
I think you are wrong.,हमरे ख्याल से तू गलत हउवा।
Which woman knows where Mary bought these books ?,कवन औरत जानतिया कि कहाँ से मेरी इसन किताब खरीदल हस ।
You can't do the sum.,तु जोड नाई कर सकल।
I want to eat.,हम खाए चाहत हई।
Gas.,गैस।
You came to me to be strong.,आप मजबूत होखअ खातिर हमरे लगे अइला
Think.,सोचा।
"I wanted to stop him , wanted to say something , wanted to hear something , he did not stop but I understood that love happens like this.","हम ओके रोकल चाहत रहली कुछ कहल चाहत रहली, कुछ सुनल चाहत रहली उ ना रुकल मो जान गईली कि प्यार अईसहीं होला ।"
You ought to know better.,तोहके अच्छे से जान के चाहि।
"I mean, you're the best.","हमार मतलब हव, आप ठीक करत हवँ।"
I am preapred to forsake ornaments.,हम गहना छोड़े खातिर तैयार हईं।
You son-of-a-bitch!,आपके दमाद की एक कुतिया।
There was no school in our village.,उहां हमरी गांव में स्कूल ना रहे ।
I cannot remember the place.,हमके जगह याद नाई हऽ।
Your whole future to make something happen.,तुहरे आगे सालन हव।
Maybe I'll just... just take it out on weekends.,सायद हम सिरिफ होइब....सिरिफ हप्ता के अखिरी पे बहरे ले।
Will you have to pay for music lesson ?,का तु संगीत पाठ खरतिन पइसा देबअ ?
I'm also coming with you.,हमहूँ आवत हईं।
How does Brutus justify the assassination of Caesar when he addressed the mob?,लोगन के बोलत समय सीज़र क भइला हत्या ब्रूटश कैसे सही साबित करिहैं।
Then you will have four. The one you are wearing is clean.,तू हमार दु सर्ट लेसकत हवा त तुहरे पास चार होई।
I'm sure my father would be happy to marry him off... as Mrs. Olsen's plaything.,हमें यकीन हव की तुहार पिता खुस होइ है ओके सादी कइके।
We want books.,हमके बहुत किताब चाही ।
"I have three cats, and I feed them twice a day.",हमरे लगे तीन बिलार हऽ ओन्हन के हम दिनभर में दूई दाईं खियाईऽल।
"But as I grew old I understood , it was a lie.",लेकिन जैसे - जैसे बढत गईली समझ में आवत गईल कि केतना झूट हऽ ।
It is sad to think that youth should pass away.,ई सोच सोच के दुःख होत बा की नौजवान गुजर गईल।
He has no experience.,कवनों अनुभव ना रहल।
This is where our dead chief a shot with a tree trunk A cadet of the village entering it in secret To sleep with his daughter.,जहवाँ हमार मरल परमुख मारि डरलअ....गाँव के एक खेतिहर के जवन चुप्पे से घरे में घुसके ओकरे बेटी के संहे सुति गयल।
"No. Not much to it, really.","नाहीं, नाहीं, अइसन कुछ ना सच्चो में।"
How many scientists are in our world?,हमहन की दुनियां में केतना वैज्ञानिक हवं ।
How much is the balcony ticket of this hall ?,ई सिनेमा हाल के बालकनी के टिकट के का दाम बा?
You could hardly get your tongue around them.,"कोसिस करा, पिताजी."
"Doctor! I feel a bride is utterly needed in this house, but nobody listens to me.","वैद जी हम त दमझत हई कि ये घर में एगो बहु के होजल बड़ा जरुरी बा, लेकीन हमार सुने बाला के बा"
Mary jumped into the room.,मैरी कमरे में चल गइऽल।
The dog barked and the baby woke up,कुत्ता भौकलस और बच्चा जाग गईल ।
"The boy, anxious to learn, worked hard.",लइका उत्सुक सीखे खरतीन बड़ी मेहनत कइलस ।
That water is for drinking.,उ पानी पिये बदे हऽ ।
The boys made merry.,लईका लोग मगन हउए ।
Why don't you tell Swayzak to talk to one of them?,काहें तू ओमे एक से बात करे खातिन सवेजेक से ना बतावेला?
From April,अप्रिल से ।
That's nice and ripe.,ई नीक अउर पकल हव।
"More walls, more bars, more guards.","जिआदे देवालिन, जिआदे सलाखन अउर जिआदे गारद्।"
The strikers held a meeting.,हड़ताल करे वाला लोग एगो मीटिंग कईलें।
But the fires that killed those guys never burned up that much.,लेकिन ओ लोगन के मरि डरले हव की कबों आग बहुत जरा ना दिहलअ।
I have two uncles.,हमरे दुई चाचा हऽ।
Erle Stanley Gardners.,अरली इसटेनली गरडेनरस।
"Which girl is talking to which boy, they will go to the movies together.","जवन लईकी, जवन लईका से बात करत रहे, उ दुनो साथ में फिल्म देखे जइहें ।"
What does it reveal about the speaker’s character?,ई वक्ता के चरित्र के बारे में का पता लगवलन हअ।
I'll look for the old man.,हम ऊ बूढ़ा आदमी के देखत हईं
Ain't you going to scream?,तू चीखबा नाहीं?
Never stop me from touching you...,अपने छुअसे हमके कबों ना रोकु
I have booked a room.,हम कमरा बुक करा लेहले हई।
Goddamn it!,अरे नाहीं।
Here's your book.,"डुफरेन....ई रहल, तोहार कीताब।"
You asked him.,तु ओसे पूछा।
Agra is too hot.,आगरा में बहुते गरमी बा।
It was fun to see you running up the hill as fast as you could.,मजा आ गयल तोहके पहाड़ी के उपर दौड़त देख के जेतना तेज दउड़ सकला?
You're brilliant in battlefields...,तू लड़ाई के मैदान में बुधीमान हवा...
"We are among those who do not see the moon , we lift it down and bring it home with us.",हम ओमे क हई जवन चाँद के देखली नाही चाँदे के उठा के घरे लेले आईला ।
"What was that, goddamn it?","का रहल, इ ओफ्फोह?"
The rain fell steadily for several days.,कई दिन से लगातार बरखा होत ।
[Alarm Chirp],[अलार्म कूजन]
The time nears.,समय नजदीक हऽ।
You ought to pay your debts.,तोहके आपन कर्जा चुकाव के चाहि।
Sanjay has heard the news on radio.,संजय रेडियो पर ख़बर सुनलस।
How many times we have to prove that?,हमें इ लगत हव की इ खतरनाक हव अलग कयल जाये के हव
What was the tone of the speaker?,कौने तरह अध्यक्ष बोलत रहऽल।
This book is easy to read.,ई किताब पढ़ला में आसान बा।
That's not possible.,ई समभो ना हव।
I have left all the doors.,हम सब दरवाज़ा छोड़ देहलीं।
By whom was the book written ?,केकरे द्वारा किताब लिखल गईल?
Would you prefer chocolate or vanilla ice cream?,का तु चाकलेटा या बनिला आइसक्रिम पसन्द होइ ?
I did it because I wanted to.,हम कइलीं काहे से हम चाहत रहलीं।
"Howdy, boys.","क्इसे हवा, लइको।"
I cannot make out the meaning of this verse.,हम इ कविता क अर्थ बाहर नाई कई सकीऽल।
I need my bicycle.,हमके अपने सइकिल क जरूरत हव ।
"Thus without any hope and in the depths of gloom, Moomal built a pyre.",ए तरह बिना कवनो उम्मीद आ निराशा के मोमल एगो पयार बनवले।
It's so good.,ई बहुत पिआरा हव।
Albert has played squash.,अल्बर्ट स्क्यायस खेललस ।
You do not worry.,तू चिंता मत करा।
It has to go someplace.,एके कवनों जगह पर जाए के पड़ेला।
We would have watched TV tonight if Peter hadn't bought the theatre tickets.,अगर पीटर सिनिमा के टिकट न लईतन त हमनि आज टीवी देखत होईं ।
We wanted to talk to you about Alan Seagrave's death.,हम एलन सीगेरेभ के मौत के बारे में कयल चाहत रहनँ।
There are many advantages from it.,एमे बहुते सारा फायदा बा।
Where are you?,परसिद्दू सरी
I like the little pedlar who has a crooked nose.,हमके उ छोट फेरीवाला नीक लगऽल जेकर नकिया टेढ़ हऽ।
O branch of snow flowers!,अरे बरफीले फूलन क टहनी!
You will visit the castle.,तु किला देखब।
Lavanya is feeling sleepy.,लावन्य के नींद आवऽत।
Then you're out of luck.,त फिनू तोहार भागि संहे ना हव।
"The two most important things to remember are, first...",सबसे पहले आपको कुचलय मत दिहा होई अपने हाथ संस्करणों
What's the little cuckoo bird going to do now?,हमें दिखावा की तू का कइ सकत हवा।
Do I want to know what that is?,"माफ करिहाँ, हम जानत कि उ का हव?"
"I was, uh...",हम रहली.....।
We shall catch the train.,हमके ट्रेन पकडे के बा ।
A gentleman may call.,एगो सज्जन आदमी हो सकेला कि फोन करस।
You are far too hasty.,तु जळी मे हउअ।
Why do you want to know ?,तु जाने खरतिन का चाहत हउअ ?
"You clean that real good, yellow boy.","आप क असली अच्छा, पीला, साफ लइका।"
I'm going to lock the door behind me.,हम अपने पीछे क दरवजा बन्न कइके जात हईं।
Won't you come alone?,का तुहके अकेले आवे के चाहि ?
I'll hoist my love flag in your heart...,एक तोहरे दिल में हम अपने प्यार क झंडा फहराइब....
I can write Sindhi but not able to speak.,"हम सिंधी त लिख देब, लेकिन बोल नाई पाइब।"
Hey Shyamlal Jee! Will you not eat anything?,अरे श्यामलाल जी! सुखे- सुखे हो चल जईबअ ।
"Well, how can I repay you?","खएर, हम तुहके कइसे चुकाइ सकत हईं?"
That was my first impression of the man.,ओकरे परति ईहअ हमार पहिली छाप रहल।
"If it is hard to Narayama, when it snows a lot, you are happier",यदि इ कठिन हव नरायमा को जावे
London is on the Thames.,लंदन टेम्स क किनारे ब।
You want John to win the election.,तु चुनाव जीते खरतिन जान के चाहतट।
"I've always felt out of step. Like literally, stumbling through my life.","हम एके हमेशा की तरह महसूस कइले हव, माध्यम से जीवन स्पा टीम"
Does Ramesh read a newspaper ?,का रमेश एगो अखबार पढ़लअ?
We will do the work as much as we can.,जितना हो सकी हमनि काम करब ।
"Obviously, some people can be put off...","जाहिर हव, कुछ लोगन के दूरे रखल जा सकेला...."
Let's go.,चल चलत हईं।
One room we live in.,ई एगो कमरा जबने में हम रहत हईं।
I deny this.,हम नाई मानील।
"I could come next week, or the week after.","हम अगले हफ्ते आ सकी ल, नाई त ओकरे बाद।"
Bring a good Sindhi book for me ।,हमरे लिए कौनो बढ़िया सिंधी किताब लाऽव।
"If you can get me a ticket, I’ll go to the concert with you!",टिकट ले अयीह त हमहुं चलब कान्सर्ट में तोहरा साथे ।
The result came in the newspaper today.,आज के अखबार में परिणाम् आयील ह् ।
No she won't!,"नाहीं, ऊ ना कयल जाई।"
A man severe he was and stern to view.,आदमी एतना गंभीर रहल कि रुखाई से देखत रहल।
"Rachael Ray explained how cookies are made, and we practiced her techniques at home.",रसेल रे बढ़िया से बतइले कि कुकीज़ कइसे बनावल जाऽल और उ तकनीक क अभ्यास हमन घरे कइलीं।
"As he doesn't drive, David always travels by train.",जइसन की उ ड्राईवर नाई हउए ओहि से डेविड हमेशा रेलगाड़ी से यात्रा करत हउए।
We enjoy the remotest products of the north and south.,उत्तर दक्षिण के दूर तक के उत्पाद भी ।
I thought I was dreaming and somebody was calling in the dream itself.,हमके लागल कि हम सपना देखत हई और सपना में ही केहु बुलावत हऽ ।
I am missing home.,हमके घर याद आवऽत।
I shall see Matsu in the mountains.,हम पहाड़ों में मात्सु से मिल सकत हईं।
Ramesh didn't attend the party.,रमेश पार्टी में नाई गइऽल
We got into a bus.,हमहन क एगो बसे में मिललई जा ।
Rakesh had a cup of tea.,राकेश चाय पी लेहलस।
"I did not, and will not, go there.",हम नाई गइली न उहां जाइऽब।
What do you like?,तु का चाहत हउअ ?
They are used to playing this game.,उ सब इ खेल खेले क आदि हऊवं ।
Will you behave?,ढंग से पेस आवा?
But how did you know?,लेकिन तुहके कइसे पता चलल?
I used to do office work.,हम अक्सर ऑफिस क काम करी ल।
And keep yourselves fed.,रखमे अउर अपने आप को खिलायल
You will take money.,तु धन लेबा।
Aren't you a rat?,का तू एक मूस ना हवा?
"I told him on reflection, It was better to wear the mother in the mountains.",हम उनके समझाइके बतवनी की...माँ को ढोकर पहाड़ों में ले जाये के बेहतर हव।
Will he be my friend in the morning ?,का उ भिनहिए हमार दोस्त होइहे ?
I have just one word to say to you.,हमके तोहसे बस एगो शब्द कहेक ब।
Seems like a long time ago.,लगत हव एक लम्मा समे बीत गयल।
I need half kg peanuts.,हमके आधा किलो मूंगफली चाहीं।
I think we are in trouble now.,हमरे ख्याल से हमन मुसीबत में हईं।
Mom would have been too.,मां को भी होत
How many citizens live in your state?,तोहरे परदेश में कय ठे नागरिक रहलन?
He didn't start this.,कारवाई से दूर मुडल हव जवन केहू भी
Will she have been cooking food since morning?,का उ भिनहिए से खाना पका रहल भइली ?
I am ruined.,हम बर्बाद करत हईं।
Let's get these eggs going.,"हाँ, ई अंडन जइसन मिलत हव।"
I will succeed or die in the attempt.,हम कोशिश में या तो सफल होऽब नाई त मर जाइऽब।
Humans affect the environment.,इंसान पर्यावरण पर असर डालत बा।
We are eating rice.,हमहन क भात खात हई जा ।
Does she study every time?,का उ हमेशा पढ़त हई ?
I lent my pen to a friend of mine.,हम आपन पेन अपने दोस्त के देहलीं।
I would like to go home this year.,हम ए साल घरे जाए चाहऽब।
"Edward hated the idea, but it wasn't about rivalry anymore.",एडवर्ड बिचार से नफरत हव लेकिन इ अब अउर ना रहल होड़ के बारे में
Mr. Gupta formerly lived here.,मिस्टर गुप्ता पहले इहा रहत रहल।
Where did this civilization get developed ?,ई सभ्यता के विकास कहां भईल रहे?
Please inform me where I should turn off the road.,जहां सड़क बंद होई हमके बता द।
Doing his job?,अपने काम करति हव?
Thanks for all your efforts.,तोहरे मदद क सुकिरिआ
I read a letter,हम चिट्ठी पढ़लीं।
Officials in Colorado tell Newswatch at least 3 have been killed by exposure to freezing winds.,कोलोरोडों में अधकारिन समचार देखवाला के बतवलँ...कमो से कम तीन मारल गइल हव ठंढी हवाइ से।
We know that Rama is alive.,हमहन क ना जानत हइजा कि राम जिंदा हवे ।
You should not lose his head.,आपन धीरज मत खोवा।
They all came except Matt.,मैट के छोड़ उ सब आइल।
Who?,कवन? (के?)
I don't know where you went.,हमके नाई पता कि तु कहां गइल रहऽल।
"Entering the room, I found the light quite dazzling.",कमरा में घुसते हम लाईट चमकत देखनी ।
The letter was written.,पत्र लिखा गईल ।
I'll deal with that situation as soon as I get out of here.,जइसहीं हम इहवाँ से बहरे निकरीं हम दसा सम्हार लेब।
How many people drink wine?,केतना आदमी शराब पीयेलन ।
What prompts the speaker to say this?,का उकसइल अध्यक्ष के इ कहे खातिर।
I will be hoping that this letter finds you and finds you well.,उमीद हऽ इ चिट्ठी तुहके मिल जाई आउर अच्छी तरह मिल जाई।
Honey can be tasted sweet by us.,हनी हमहन की द्वारा मिठाई क सवाद चखल जा सकत हऽ ।
This way.,"चला, ये तरे।"
Mohan does not have son.,मोहन के लइके नाई हवें।
As soon as possible?,जेतनी जल्दी हो इसके?
I have been teaching in this college since 1990.,हम इ कॉलेज में 1990 से पढ़ावत हई।
It shall not be long.,ई बहुते देर तक न रही।
It is your heart that shakes.,ई आपन दिल हिलावत हव कि
"If the situation gets anymore conspicuous, the Volturi will step in.",वालिचुरी में कदम होई।
We shall work.,हमहन क काम करेके ।
Will the gardener have been watering these plants since morning?,का सुबह से मालिक पौधन में पानी डालत होईहन?
I found him outside looking for you.,हम ओके बहरे तुहके खोजत पवलीं।
It is costly.,ई महंगा बा।
That is a door,उ दरवाजा हऽ ।
No doubt you are worried because I have not written for months,"कवनो सक नाहीं की तू चिन्तित हऊ, कई महिन्नन से पाती ना लिखले हवँ"
The dogs are sleeping in the garage.,कुत्ता सब गैराज में सुते शुरु कईलन ।
Allaudin was agreeable to negotiate peace.,अलौद्दिन से शान्ति के प्रस्ताव तया हो सकत रहे ।
Marcel understands the importance of attending class regularly.,मार्सल बूझल रोज़ क्लास करे क फायदा का हऽ।
Will you have book?,का तोहरे लगे किताब बा ?
The elders of the clan were not unanimous in choice of the successor to Bhungar.,भुनगर के उत्तराधिकारी के खातिर सर्वसम्मती से ओईना के गोत्र के बड़ लोग के द्वारा न भईल रहे ।
I saw that Sita is buying vegetables.,हम देखली सीता तरकारी खरीदऽत रहल।
Stay back!,पाछे रहा!
Savita will give Rima some lychees.,सविता रीमा के कुछ लीची देई।
I had come here to win your heart but there must have been some problem with me only that I could not win your heart fully.,हमत दील जीते आईल रहली पर शायद हमरा में कुछ कमी हो गईल कि हम तोहार दिल पुरा तरह से ना जीत पवली ।
"McCaffrey, that's my cousin's company.","एम सी केफरे, कि हमार चचेरा भाई क कम्पनी हव।"
The reason is not difficult to see.,कारण समझब मुश्किल नाई हऽ।
"As it was a very hot day, I remained in my tent.",बहुत गरम दिन रहल येही से हम अपने तम्बू मे रहनी ।
Are you going to school ?,का तु स्कुल जात रहल हउअ ?
"What happened in the ""new house""?",नयके घरे में का भयल तात सुहेई?
So she was admitted in a religious school (Madarsa).,येही से उनके एगो धार्मिक स्कूल में दाखिला दियावल गईल।
They travelled Delhi.,उ लोग दिल्ली यात्रा कईन ।
Please don't postpone the programme because of a handful of people.,मुठ्ठी भर लोगन के वजह से कार्यक्रम टली नाई।
The tortoise was very fond of talking.,कछुआ बतियावे क बहुत शौकिन रहे ।
I also cannot recognize.,हमहू नाई पहचान पवलीं।
That's all there is to it.,सब एतना बात हव।
My friends have not been helping me.,हमार दोस्त मदद नाई करत हऽ।
Will he be playing in the field?,का उ खलिहान मे खेल रहल होईहे ?
Abdul's knowledge of English is outstanding.,अब्दुल के अङ्ग्रेजी के ज्ञान बहुते नीमन हऽ ।
"There he is, putting on a show.","ऊ रहल, तमासा करत हउवअ।"
You will also have good time to think.,तुहहूँ खातिन सोचले कसमे होई।
I went to his grave this morning.,आज सुबह हम उनके कवर के पास गयल रहलीं।
Will you try to write better next time?,का तु अगला बार बढिया लिखले के कोसिस करब ?
I have to purchase a chair.,हमके एगो कुर्सी खरीदेऽक होई।
"She was smart, careful.",मारिया उन्हें उ सब मिल
I have lost him but got you.,हम ओके खो देहली लेकिन तोहके पा गइली।
Is the university education expensive ?,का विश्वविद्यालय के पढाई महंगा हवे?
This mango is sweet.,ई आम मीठा बा।
It is no joke.,ई मजाक ना हवे।
"This is George’s brother, with whom I went to school.","ई गोरगे के भाई हवन, जेकरी साथे हम स्कूल जानी। ।"
We would have gone.,हमहन क चल जायेके ।
The dog ran and jumped.,एगो कुत्ता मांस के एगो टुकड़ा लेके दौड़त रहे ।
My heart is attached to my kin.,हमार दिल हमरे नज़दीकियन से जुड़ल हऽ।
I am not going to play.,हम खेले नाई जात हईं।
Hisao INAGAKI,हीसाब इनगाकी।
I wanted to be him more than anything.,हम कुछहू से अधिकार ओके होखल चाहत रहलीं।
What's lighter-- a ton of feathers... or a ton of lead?,कवन सा हल्का हव एक पांउड पंख या एक पाउंड लीड?
Ram willingly beat Ravi.,राम जानबूझ के रवि क मरलस।
