en,bho
"As you like, but you should purchase it quickly.","जइसन चाहा, पर एके तुरंत कीने क चाहीं।"
I have to save this coupon because I don’t have time to shop right now.,हमके इ कूपन सम्हार के रखेऽक पड़ी काहे से खरीदारी करेऽक टाइम नाइ ब।
"You're really ready to fight fire this time, huh, Brian?","आप बरायन हो, ई सबय आग से लड़य खातिन वास्तव में तइयार कर रहल हव।"
We've been waiting for half an hour.,हमनि आधा घंटा से इन्तेजार कर तानि ।
"Soon after, I heard that he had died.","थोड़ी देर बाद, हम सुनली की उ मर गयल।"
We hope.,हम आशा करतानि।
I want to buy a camera.,हमार कैमरा ख़रीदे क मन बा।
Do you deny that you stole the watch ?,का तु नकार देहल कि तु घडी चोरवले रहलह ?
The teacher had not tested our English.,गुरुजी हमन क अंग्रेजी नाई जंचलें।
Yeah. I guess so.,"हँ, हमके लगत हव ।"
The farmer has not been sowing out the seeds.,किसान बीज के बुआई नईखन कईले।
Don't bicker with me.,हमसे झगड़ा न करा।
This is your own company.,इ आपन खुद क कम्पनी हव।
There are many different people in Europe.,यूरोप में बहुतेरे लोग हवें
I am not saying anything.,हम नाई कुछू कहत हईं।
Ram made a mistake.,राम गल्ती कइलस।
"Oh, thank you.",अन्दर आवा अउर गरम से हो।
Mary said that Jane thinks that Jolly knows her.,मैरी कहलस कि जेन सोचत रहल कि जॉली ओके जानऽल।
Give it to me.,एके हमके दे दअ।
It is working.,इ काम करत बा।
"Come on, man.",आदमी चल।
Forever and ever and ever.,हमेसअ खातिन...अउर हमेसअ।
Raju is tormented because of headache.,राजू कपारे के दर्द से बेहाल हऽ।
Even if it rains fire...,कबों जदी आग क बरखा होखअ...
I used to decorate the house.,घर सजावे क हमार आदत हऽ।
Will you be ill if you eat so much?,का तु ढेर खइब त बिमार पड जइब ?
I think you hurt my head real bad.,हमके लागत हव की तू हमरे सिरे पे अच्छा खासा मार दिहले हवा।
And you will lose.,चीटी
They often encourage me to work harder.,ऊ लोग हमके अक्सर कठिन परिश्रम करे खातिर प्रेरित करेला।
I'm coming here to warn you.,"देखा, हम इहवाँ तोहके चेतावनी देवअ आयल रहलीं।"
We have not been sailing on the lake.,हमहन क झीली मे ना पंवर पवले रहली जा ।
Alka needs time to study Sindhi.,अलका के सिन्धी पढे खातिर समय चाहीं ।
"Starting tomorrow, you're going to be... with the toughest company in the city.","कल सुरू, तू हो जा रहल हवा...सहर में सबसे कठिन कंपनी के संहे।"
This is a big country.,ई एगो बड़ा देस हव।
Is she sick ?,का उ बीमार हई ?
"Yes, sir.","हँ, साहेब।"
You sow in a certain way.,तू एगो बहुते निश्चिन्त हाल में दीखलअ।
Once she came to meet him.,एक बार ऊ उनसे मिले के खातिर अयिली।
"Okay, Mom.","ठीक हव, माई।"
Then change it!,त फिनू एके बदलि दा ।
These mangoes are so cheap that they cannot be good.,इ आम सब एतना सस्ता बा कि इ सब बढ़िया आ होइहें।
Ila liked Mohan.,इला मोहन के पसंद कईली।
"Kunal is very intelligent, but his brother is rather slow.",कुनाल बहुत बुद्धिमान ह लेकिन ओकर भाई थोड़ा कम ह ।
We got it!,हमे ये मिल गयल।
There we get all kinds of clothes.,हमहन के सभी प्रकार के कपडे मिलते है।
But still the place you live in is that much more drab and empty that they're gone.,"आउर जब उ उड़ जाले, मन खुशी मनावेला लेकिन फिर भी उनके गयले से जगह सुन्न और खाली लगत हऽ।"
I have to buy thing from market.,हम बाज़ार से चीज़ कीनेऽक ब।
I am good.,हम नीक हईं।
This is KDK 1 calling KDK 12.,केडीके1 बोलावती हव केडीके 12 के
I do not see how we can let you continue in this class... when it is clear that you do not understand the basic tenets.,हम तुहँ कइसे इस वर्ग में रहे दे सकत हई... अगर तू बिलकुल परारंभिक बात नाही समझ पावत हवा।
Indu is mine.,इन्दू हमार हव।
I don't like tea.,हमके चाय नाई पसंद हऽ।
Two mozzarellas and a full bottle.,दो मोत्जारेला अउर पूरा बोतल
You've gotta stop just showing up on the roof like this.,तू होबा रुकल सिरफ ये तरे छते पे देखात हवा।
Ask at the nearest health center .,नज़दीकी स्वास्थ्य केंद्र में पूछा।
"What might be done, if men were wise !",आदमी समझदार रहतन त क हो सकत रहे ?
Have they done their homework?,का ऊ लोग आपन गृह कार्य पूरा कर लेहल?
We need to aware people so that they can understand the importance of nature.,हमन के जरूरत हऽ लोगन के जागरूक कइले क ताकि उ प्रकृति क महत्व समझें ।
I prefer tea than coffee.,हम काफी की जगह चाय लेब।
"Otherwise, they will resume.",अन्यथा ये फिनू इहँ करिहैं।
Ram was eating an apple.,राम सेब खाऽत रहऽल।
King me. -Chess.,राजा हम।
I sent a letter to my best friend.,हम अपने प्रिय दोस्त के चिट्ठी भेजलीं।
Dig in.,अन्दर खुदाई।
I cannot bring myself to do it.,इ हम नाई कइ पाइऽब।
Is she your girlfriend ?,का उ तोहार गर्लफ्रेंड हई ?
I want to take her not by stealing eyes but I want to take her in front of everybody.,"हम ओके आँख चुराके ना, आँख मिलाके ले जाईल चाहत हई ।"
"Come on, Stephen!",इसटीफन चला!
Is it good?,ई ठीक होई।
I'll give each and every one of you a good thrashing!,चुप रहा दुष्टों
My sister can speak Marathi.,हमार बहिन मराठी बोल सके ले।
Who gave Ali the strength to brave the bitter cold?,अली के एतना ठंड झेले लायक शक्ति के देलस?
Where's my brother?,कहवाँ हमार भाई हव?
I hadn't planned on it.,ना हम तय ना कइले हईं।
I think he did it just to feel normal again if only for a short while.,खाली थोड़ी देर खातिन सही।
"And if you see something, whistle.","अउर कुछ देखायल, सीटी बजाई दीहा।"
Because if you leave any lumps... the inspector will see them and he'll fine you.,काहें की अगर तू गाँठ छोड़त हवा.....त निरिछक ओके देखि लिहँ अउर तुहरे पर डंड कइ दीहँ
Someone's hurt?,हव कवनो चोट
We got a fire to go to.,हम पर जाये के खातिन एक आम मिल
I have a query concerning your previous reply.,हमरे लगे तोहार पहिलका जवाब से जुड़ल कुछ सवाल हऽ।
I live in Dombivli.,हम डोंबीवली में रहीऽल।
You lost it. That's life.,आप एके हेरबा देहलीं।
But Capece's going.,लेकिन केमपेसे जाइ रहल हव ।
How many players will not play game?,केतना खिलाड़ी खेल ना खेलिहे ।
Can you please answer to my questions?,का तु हमरे प्रश्न के उत्तर दे सकलअ ?
The littlest McCaffrey!,लिटिलेस्ट एमसी केफरे।
Thought I might try for my high school equivalency.,हम सायद सोचत रहलीं आपन पढ़ाई करअ खातिन
Make sure it's not one less.,तय कइ लीहा कि ऊ एको कम न होखँ।
Let's get the living home.,उ सास लेत हवें।
"Yeah, I think you're going to find out, Brian.",हाँ हम तुहें बरायन पता लगावे खातिन जा रहल हव।
My husband is not keeping well.,हमार पति नाई संभार पावत हवें।
He used to have a car.,ओकरे लगे एगो कार रहल।
I can’t find the key!,हमके चाभी नाई मिलऽल।
How many washers can not wash this dress?,केतना कपड़ा धोवेवाला ए ड्रेस के ना धो सकेलन ।
Lift your chin a little. There. Yeah.,नाही आपन ठोड़ी उठावा।
Fetch the boy a book.,लइका एगो किताब लाईल।
"Excuse me, I wanted to ask you one thing.","माफ करिए, हम तोहसे एक चीज़ पूछे चाहत हईं।"
"Way to go, Bull.","रस्ता जइहा, बुल।"
"It's Grady, Mr. Torrance.","गरेडी: हम गरेडी हईं, सरी टॉरन्स।"
May success attend you !,बहुत सारा सफलता तु प्राप्त कईल ।
I like music programs.,हमके संगीत क कार्यक्रम पसंद हऽ।
Look how scared he is.,"देखा, ऊ केतना डरल हव।"
The lecturer said that Akbar won the respect of all races and classes by his justice.,लेक्चरर कहल कि अकबर अपने न्याय से सब जाति और वर्ग क सम्मान जीतऽल।
We have not been climbing a mountain.,हमहन एगो पहाडे प ना चढत हई जा।
Who do you think that Bill saw ?,तोहके का लागला कि बील का देखले होई?
How long this train would stop here ?,इहां ट्रेन केतना दूर रुकी?
We changed the meeting from 2 to 4 pm.,हमहन क पंचायत के २ से ४ बजे तक बदल देले हई ।
Good day.,सुभ दिन.
"How was her mother, who was she, she could answer these questions herself.",ओकर भाई कईसन रहे कवन रहे ए सवाल क जवाव उ खुदे दे सके ।
We asked him to go.,हमहन क ओसे जाये खातिर कहली जा ।
The newborn?,तुरतअ जनमल?
I emptied the dishwasher so my sister could set the table.,हम डिशवॉशर खाली कई देहलीं तब हमार बहिन मेज सजा सकऽल।
Touch me and you will cry in pain...,हमके छुअला अउर तू दरद से चिल्लाये लगबा...
You! Stop!,बन्द कर!
They do not work.,ऊ लोग काम ना करेला।
You were in class.,तु कक्षा में रहला।
"Why, no, sir.","काहें ना, सिरीमान।"
"You bastard, Kongstrup!",अइसन मत करा!
They had not been working.,ओ लोग काम नाही करत रहे।
We go for picnic at Diwali.,हमहन क दिपावली में पिकनीक पर जायेके ।
Anu had the intention of telling mother everything.,अनु माई के सब कुछ बतावे के चाहत रही ।
No big deal,कवनो बड़ बात ना ह ।
Amit has shaved off his beard,अमित अपन दाढी के मुडवा लेलन ।
We had gone for a picnic yesterday.,हमसब कल एगो पिकनिक खातिर गईल रहनीजा ।
Does he want to be a doctor?,का ऊ चिकित्सक बने चाहत बाने?
Does her dog bark at night ?,का उनकर कुत्ता रात में भुंके ला?
Because I am engaged to be married.,काहे की हम बियाहल हइ।
I am stumped.,हम जोर से चललीं।
Thankyou for pleasant evening.,बेहतरीन सांझी खातिर धन्यवाद।
I have written the book.,हम किताब लिखली हऽ।
Be diligent and you will succeed.,मेहनत करा सफल हो ब।
His pulse is very weak.,येकर न बुज कमजोर हव।
Will you come with me ?,का तू हमरी साथे अईबअ?
Am I working?,का हम काम करत बानी?
I bought it for seventy rupees.,ऐके हम 70 रुपया में कीनली हऽ।
"The travellers, all of whom had seen the chameleon, could not agree about his colour.","राही, जे ही गिरगिट देखलस उ ओके रंग से सहमत नाई हऽ।"
We met an old Sadhu walking to Varanasi.,हमहन क बन्ारस जाये खातिर एगो पुरान शाधु से बात कईली ज ।
You come tomorrow at 11 a.m.,तु काल्ह 11 बजे आवा।
Music lessons boost the I.Q. scores of children.,संगीत सिखले से लइकन क आई क्यू बढ़ऽल।
Is it Ram's place ?,का ई राम के जगह हवे?
What do you think of that?,तु उनके बारे मे का सोचत रहल ?
I'm hungry.,हम भुखाइल हईं।
I couldn’t go out because my dad came home.,हम बाहर नाई पइलीं काहे से बाऊजी घरे आ गइल रहलें।
Write it all down.,सब लिखत जा.
Kindly bring toilet paper.,टॉयलेट पेपर ले आ व।
Show me what Smiley taught you.,इसमाईली आपके का सिखवलअ हमके देखावा।
Rama said that he was very busy then.,राम कहऽल हऽ कि तब उ बड़ा व्यस्त रहऽल।
The aircel number you are calling is busy.,"आप जिस एयरसेल नम्मर पे फोन करत हवॅ, बेअस्त हव।"
"This was a big step, huh?",इ हूह एक बड़ा कदम रहल?
I practice football.,हम फुटबाल के अभ्यास करत हईं।
Maybe you'd better go somewhere else,त कतों अउर जाइके करूं।
They will feel good.,उ सब अच्छा महसूस करत हवें ।
"Kaka Jee has given me your marriage ` s responsibility , tell me , what do you prefer Love marriage or arranged marriage.","काका जी तोहार बागडोर अब हमरी हाथे में दे दिहलअ, अव इ वतावअ जनाव कि लभ वियाह करव की अरेन्ज बियाह"
"And we make these stubborn , weak men believe that the relationships of heart are made from beat not from these principles.",और हम इ जिददी कमजोर मर्दन के एहसास दिलावत हई कि दिल क रिशता धड़कन से बनेला उसूल से ना ।
You set me up with those chemicals?,तू हमके ओ रसयनन के संहे लगल।
Let's be reasonable.,हमें थोड़ा तर्क संगत होवे के होई
He told me it's the strongest thing there is.,"इ सान्त हव फिनू भी कुछ भी निकल सकत हव,"
"No, sir. Not especially.","नाहीं, साहेब, कुछ खास नाहीं।"
What is age got to do with it?,एकरी साथ में का उम्र बा?
How are you feeling right now ?,अब तोहके ये समय कईसन लागत बा?
I always done the laundry around here.,हम हमेसा इहवाँ के आसपास कपड़ा धोअल कइलीं।
"Okay, let's get out of here.",चला इहवाँ से चलि जा।
Let me teach you someday.,सायद तू हमके कवनो दिन तोहके सिखाव देवा?
"What d'you got, Adcox, a big deal?",का डी आप एड काक्स एक बड़ी वात ना मिल गयला।
What do you want me to do with this? - Shhh.,तू हमके एकरे संहे का करावल चाहत हवा?
Mumbai is a very costly place to live in.,मुंबई में रहब बड़ा महंग हऽ।
"All right, Bull.","चला सब ठीक हव, बुल।"
It was very hungry.,ई बहुते भूखा बाने।
One hardly knows what to do.,कवनो एगो जानत ह मुस्किल से कि का करे के ह ।
Come on men!,मरदन पे आवा।
It's Wednesday.,आज बुधवार हवे।
"Major in philosophy, because there's no way to make a career out of that.",परेडोमिसलजेमो लगातार काहें की कुछ भी स्थायी हव
"If I were you, I wouldn't marry him.",हम तू रहतीं त ओकरा से ब्याह न करतीं ।
I want to go home!,हम घरे जायल चाहत हईं।
Ram has a holiday today.,राम क छुट्टी हऽ आज।
Who am I that I should object?,हम के हईं आपत्ति करे वाला।
You should have immediately gone there.,तोहके तुरंत इहाँ से जाए के चाहि।
Which language does get elevated in the poetry of Sachal Sarmast ?,सचल सरमस्त कविता क कवन भाषा मिलऽल।
I have to be on diet.,हमके भुखल रहेक हऽ।
Where are you going to?,तु खान जात हवा?
His office is the first door on the left.,ओनकर करयालय बाईं तरफ क पहिला दरवजा हव।
Sharp pain can bring sharp pleasure.,तेज दरद तेज खुसी ले आइ सकत हव।
We teach Sindhi.,हमहन क सिन्धि पढावे के ।
I was riding back to Galveston... after evacuating a column of women and children.,लड़ाई में खुद वरेइओ गालविस्टन के बाद हमने ओके देखले रहली अउर ओकर मदद की पेशकश की
I am going home next Sunday.,हम अगले एतवार के जाइऽब।
You really look like someone who is having his birthday.,लगत रहल तुहार जनमदिन हव।
"Kongstrup, come out and help an old sweetheart!",काँगस्टरप बाहर आवा अउर पुराना परेमिका की मदद करा।
I turned back and kept looking him again and again but he kept on going.,हम ओके घुम – घुम के देखल रहली मगर वो चलत ही रहल ।
I'm sorry to hear that.,"ओह, धत्त, बायरन।"
So what? So's the whole damn world.,इ दुनिया में एक सराप हऽ।
Merry Christmas!,हमार किरिसमस!
Who is it?,के हवँ?
Did you open the box ?,का तु बक्सा खोल देहल ?
You must plant your seeds in another field.,तुहँ आपन बीज एक दूसरे खेत लगावे के चाही.
She saw what he did.,ऊ ओमें का देखले रहलँ।
After the partition we wandered too much.,बंटवारा क बाद हमन चौंक गइलीं।
Is she phoning a friend?,का फोन एगो दोस्त हाउए ?
Don't make it mine.,हम नाहीं। बइठक खतम।
First of all we have to create awareness among the people so that they understand the importance of the safeguard of these forests and are thus able to help us.,"सबसे पहले हमन के लोगन के जागरूक करेक पड़ी तब उ लोगन के जंगल के बचइले क महत्व समझ आई, तब हमन क मदद कई पइहें।"
I do have something to say.,हमके कुछ कहेऽक हऽ।
There are many objections to the plan.,योजना में कई गो रुकावट बा।
I'm sure you will find there's a whole lot more of me to like.,हम तोहके पसन्न करे खातिर हमरे क उहवाँ से पूरे बहुत अधिक मिलि जाई यकीन हव।
Who does the man like ?,के आदमी के पसंद करा ल।
Help!,मदत करा!
Raka broke the glass.,राका गिलास तोड़ देहलस।
You're thieves!,तू चोर हउवा !
What did you do to set him off?,ते पंगा का लहले रहले वइसन भी?
How nicely you're feeling shy!,केतना बढि़या सरमात हव!
"Do you want tea, coffee, or espresso?","का तु चाय , काफी या एस्प्रेसो चाहत हउअ ?"
I got a schedule to keep.,हमके समे से चलेके हव!
How many words have you learned ?,तु केतना शबद याद कइ चुकल हउअ ?
All congratulated him on his birthday.,सब ओके ओकरे जन्मदिन पर बधाई देहऽल।
Ravi works hard.,रवि मेहनत कइऽल।
A letter needs to be sent.,पत्र के भेजे के चाहत रहे ।
We cannot go to Delhi.,हमहान क दिल्ली ना जा सकत हई जा ।
An author who was famous during the freedom struggle lived in that cottage which overlooks the lake.,एगो लेखक जवन स्वतंत्रता संघर्ष के दौरान मशहूर रहल उ झोपड़ी में रहत रहऽल झीप पर ध्यान नाई देऽल।
Today is Tuesday.,आज मंगलवार ह् ।
Watch the door.,केहू दरवाजा देखा।
Do you know how I knew your name was Doc?,का तू जानत हवा हम कइसे जान गइलीं तुहार नाँव डाँक हव?
What are the advantages of hobbies?,शौकीनी के का फायदा होला।
Bonaparte was born a Corscian.,बोनापार्ट कोर्सीकन में पैदा भइल रहल।
Allaudin was overwhelmed to see such courage of a child.,अल्लऊद्दीन एगो बच्चा के अईसन साहस देख अभिभूत हो गयिलस ।
They don't qualify.,ऊ जोग ना हवँ।
Was he stopped ?,का उ रुक गईने ?
"Will you wait for me, or do you want to go ahead?",का तु हमरे खरतिन इन्तजार करब अथवा आगे जाइल चाहतड ?
Wait a second.,एक मिनट रुका।
What information does the author give about Gondwana?,गोंडवाना क बारे में लेखक का जानकारी देहले हऽ।
The burden of running the country cannot be carried by the army.,सेना देश क भार नाई उठा पाई।
"You know, I never found clowns that funny myself.",आपके पता हव कि हम अपने आपके जोकर कबों मजाक ना मिलल।
"All children, close the books.",कुल लइके किताब बंद कइ देहलें।
"Omkar! Believe me and call the doctor tomorrow, understood?","ओमकार तु हमार मान त विहान वैध जी के बुला ले, बुझले?"
"I, uh-","हम, उहऽ"
Don't you have the lotus root ?,का तोहरे लगे कमल के जड ना हउए ?
Not a word more.,एक बात अउर ना।
I know him for an American.,हम उ अमेरिकन के जानीऽल।
We have come.,हमनि आ गयलीं।
Few men reach the age of one hundred years.,कुछ आदमी सौ वर्ष के उम्र के पास तक पहुँच गईल हऊवन ।
How many computers do you want to sell?,तु केतना कम्प्युटर बेचल चाहत हउअ ?
Who are you ?,तु के हवअ ?
Luckily he escaped unhurt.,भागशाली है चोट लगे से बच गइल ।
We are kind to you because you are kind to us.,हमहन क तोहरी खातिर करत हई जा काहेकि तु हमहन खातिर करत हव ।
I also hate the art films.,हमहू कला फिलिम से नफरत हऽ।
Doesn't he go home ?,का ऊ घर ना जईन्हें?
I have been invited to the party.,हमके पार्टी में बोलावल हऽ।
Did you see that ?,का तु ओहके देखले बाढअ ?
To enter there is certain death.,प्रिय भगवान क जंगल?
I met my uncle.,हम अपने चाचा से मिललीं।
Has Benjamin broken the rules?,का बेंजामिन नियम तोड़ देहलन?
Where is waiting room ?,प्रतीक्षालय कहवा बा?
Write your exams.,आपन परिच्छा दा
I can do this on my own.,इ हम अपने तरीके से करब।
We have so much to do.,हमहन क ई करे खातिर जादा हवे ।
Get the cart ready.,रेक्सा ले आव।
How many jobs you do?,तु केतना काम करत हउअ ?
I shall bring my camera with me.,हम अपने साथे आपन कैमरा लाइब।
"Hey!Step-mothers are not always bad, and after all we all are there to look after the baby, how will the baby be in trouble?","अरे ! सौतेली माई का हमेशा खराब होली, और फिर हमहन जवन हई जा मुन्ना के देखे के खातिर ओके दुज कइसे मिली"
Why has the campaign been so crazy?,प्रचार में एतना पागलपन काहे।
You were carrying a box.,तु एगो बक्सा ढोअत रहल ।
You're happy to let things slide,तू त चीजन के बिगड़ले में खुस होत हवा।
I don't know what happened. You love him.,हम ओके का करय के हव पता ना का भयल प्यार तू
How many scooters does your father have?,तोहरे बाऊ के लगे कय ठे स्कूटर हव?
And would you do me the extraordinary honor of marrying me?,विल्ट तू हमें बहुत बड़ा सम्मान अउर हमसे सादी करबू?
And they are proud of it.,आ उ सब एपर गौरव करेला ।
Ram shouted loudly.,राम जोर से चिल्लाइल।
I am going to resign the job.,हम नौकरी से इस्तीफा देवे जात हईं।
Raju will play hockey.,राजू हॉकी खेली।
Can you meet me in the college?,का तु हमसे कालेज मे मील सकलअ ?
My parents were poor though they were of noble birth.,हमार माई दादा बड़ा कुल क रहले भले गरीब रहल।
The weather forecast said it's going to snow tonight.,"अरे, मउसम पहिले के कयास के अनुसार बरफ पड़े जाति हव आजु राति।"
"With all his learning, he was far from being a pedant.",सबकुछ सीखले क बादो उ लटकले से दूर रहऽल।
You can have no excuse for talking bluntly.,बिना बनावट के बात कर क कउनो ।
There was free boarding and lodging facility for them.,उहां उ लोगन खातिर मुफ्त रहले और खइले क इंतजाम रहऽल।
Who else came with you ?,तोहरे साथे अउर के आवत हउए ?
This is the place were we camp.,ई उ जगह हवे जहां हमनी के केंप लागी।
The process is called code mixing.,ई प्रक्रिया के कोड मिक्सिंग कहल जाला।
Too bad!,बहुत खराब बात हव!
The night is long that never finds the day.,रात बहुत लंबी हऽ दिन नाई हो पाई।
How many patients have recovered?,केतना रोगी ठीक हो गईल हऊवन ।
You stink of the mouth!,तुहरे मुँहे से बदबू आवत हव।
I am Gujarati,हम गुजराती हईं।
I have to go to airport.,हमके एयरपोर्ट जाएऽक हऽ।
If this postcard reaches my home then my father will think that I am alive no more.,इ चिट्ठी अगर हमरो घरे पहुचत तअ पाप बुझतअ मो भगवान के यहाँ चल गईली ।
I think that Sam won the race.,हमरे ख्याल से सैम दौड़ जीत जाई।
IKeep America clean.,"बेनडी: ओह, नाहीं! डेनी :"
That footballer is talented.,उ फूटबालर तेज हवे ।
Are you visiting the castle?,का तु किला देखत रहल हऽ ?
How did these things come about?,ई चीज कईसे आईल रहे?
Today it will be difficult for me.,आज इ हमरे लिए मुश्किल होई।
"Less soot here, more heat.","इहवाँ कम करिखा, अधिक गरमी।"
Rumor has it you're a real cold fish.,अफवाह हव की तू एक असली ठंढी मछरी हऊ।
What is your main festival ?,तोहार मुख त्योहार का हउए ?
Don't move.,कदम ना हव।
Hope.,आसा।
Where do you come from ?,तु कहवा से आवत हउअ ?
I usually am free on Sundays.,हम अक्सर इतवार के फ्री रहीऽल।
You're very kind ...,तू बहुत दयालु हवँ।
"Uncle, will you bargain with him?",त तु उनसे मोल – भाव करबअ काका ।
Did he throw the ball?,का ऊ गेंद के फेक देहलन?
"Remember, Red hope is a good thing maybe the best of things.","याद रखा, रेड, आशा अच्छी होले। शायद सबसे अच्छी।"
I enjoy this weather.,हम इ मौसम क मजा लेहली।
At what time will this train reach to Bombay ?,ई ट्रेन कवनी समय मुंबई पहुंची?
They came here then we went to see the pond.,उ सब इहाँ अईन तब हमहन तालाब देखे गईनी ।
"I mean, all the way... - to America! - America!","मतलब, दूर अमेरिका।"
This boy is stronger than Hari.,ई लड़का हरी से भी मजबूत हवे। ।
I rejoice at his good fortune.,हम अपने भाग से खुश हईं।
"And next time, be sure!","अउर अगली बेर, सुनिसचित रहिहा!"
The United States has a big navy.,अमेरिका के लगे बड़हन नौसेना हऽ
Really cognac?,असली कान्यैक रहनँ?
But don't forget that every letter will be written with my blood.,लेकिन मत भुलइहा कि हर अच्छर हमरे खून से लिखल जाई।
Why did you let him go for the soup?,तू ओके जूस के खातिन जाये काहें दिहला?
We played a round of golf.,हमहन क के चारो ओर खेलले रहली जा।
"No thanks, Not hungry.","नाहीं, धन्नबाद हमके भूख ना हव।"
"Goddamn it, Stephen.",इसटीफन ई धत् तोरे क।
He was all alone when I saw him.,जब हम ओके देखलीं तब उ बिल्कुल अकेला रहऽल।
One evening a beggar came to my door.,एक शाम एगो भिखारी हमरी दरवाजा पर अईलन।
I like my coffee strong.,हमके कड़क काफी पसंद हऽ।
Come here.,इहवाँ आवा।
I must impress it strongly upon you.,हम एकर प्रभाव तोहरे ऊपर देखऽब।
I told her that Bill is coming.,हम ओके बता देहली कि बिल आवऽत ऽब।
"We'll take the dog with us, eh?",हमहन क अपनी शाथे कुक्कुर ले लेवेके । ।
"No problem, Mr. Ullman.","कवनो समिसा ना हव, सूरी उलमन।"
"You're scared of room 237, ain't you?","तू कमरा 237 से डेरात हवा, न?"
Who do you want ?,तोहके के चाहत हउअ ?
You gonna miss it Come on.,आप ई इयाद करअ वाला हवॅ।
Something terrible is coming. And we must all be ready.,आ रहल हव अउर हम सब तइयार कइले हव
How long does it take to get there?,ओके पयिला में केतना समय लग सकेला?
I was having tea.,हम चाय पीयत रहलीं।
"If I had to immitate you, I could.",तोहर नकला करे के रहती हमरा के त हम करतीं ।
They stole what?,ऊ का चोरवली.
Have you brought me a letter ?,का तु हमरे खरतिन एक चिट्ठी ला भइलअ ?
I met him yesterday.,हम ओसे कलिहां मिलल रहलीं।
"You were inquiring about Prof. Chaudhary, they are his daughters Puja and Nisha, and dear Puja he is Mr. Kailashnath, your father ` s friend.",आप प्रो० चौधरी के लिए पुछत रहली हऽ इ हई उनकर वेटी पुजा और निशा और पुजा वेटी इ हवअ के लाश नाथ जी तेहरी पापा के दोस्त्
The noise (speakers ) is barely audible.,हल्ला बहुते मुश्किल से ही सुनाई देत बा।
I shall keep back nothing from you.,हम तोहसे कुछ छिपा नाई सकीऽल।
How did Mr. Lamb’s meeting with Derry become a turning point in Derry’s life?,डेरी क ज़िंदगी में कइसे मिस्टर लैंब से मुलाकात रोचक मोड़ ले आइल।
Which do you prefer?,तोहके कवन पसन्द हउअ ?
May I read my book ?,हम आपन किताब पढ़ सकी ल।
I wouldn't think of it.,हम एके ना सोचब ।
Lincoln emancipated four million African slaves.,लिंकन ने 4 लाख अफ्रीकी गुलाम के ले आइऽल।
Which drama company are you from?,कवने नाटक कमपिनी से तू आयल हवा?
She was thirty-seven eight years younger than you.,"ऊ 33 क हव, आठ सालि तुहसे छोटि।"
Kindly bring soap.,साबुन ले आवा।
Will you play with us today?,का तु आजू हमरे साथे खेलब ?
Did they invent new gadgets?,का ऊ लोग नया गैजेट के आविष्कार कईले?
We wrote.,हमहन क लिखली जा ।
"You live in the city, don't you ?",तु शहर मे रहल कि तु नाई ।
Listen to me once.,खाली एक बेर हमार बात सुनिला।
Even now you can spend if you have.,अबहिनों अगर तोहरी पास कुछ होक त तू खर्च कर सके ल।
I fed you mangoes.,हम तोहके आम खिलइलीं।
I'm old enough to go to the mountain.,हमार अब पहाड़े पे गइले क समे आइ गयल हव।
Understood it clearly.,बेलकुल साफ तौर से समझलीं।
"He is here since noon , I have become very close to your brother-in-law.",अरे दोपहरे क आईल हई हमार त बहुत अच्छी धनिष्ठता हो गईल वा आपके साले बाबु से ।
We picked ten baskets.,हमहन क दश गो दौउरी उठवली जा ।
Had they worked hard?,का ऊ लोग कठिन काम कईले रहे?
Now exact time is 11.00,अब ठीक 11।00 बजत बा।
"Hadley's got him by the throat, right?","हैडली ओके बहुत तंग कइलै, सही?"
May I pay by cheque ?,का हम चेक से भुगतान कर सकेलीं?
I wanted to know that her life was full by satisfying,पता चलल हव कि ओकर जीवन सन्तोख वाला हव अउर हम चाहत हईं।
"Hey, Brian?",अरे बरायन?
Someone else will have to fill in the holes with cow dung... so the foreman doesn't find you out.,अउर केहू अउर के गोबर सेद्दे दयरे के होई।
Jasper...,जरूर तुहार मदद ना कइ सकत संभवत:
Ravi walked leisurely.,रवि इत्मीनान से चलि गइऽल
We village elders still exist.,हम गाँव क बुजुरूग अबहिनो मजूद हईं।
After the ceremony he went and fell on his bed.,समारोह के बाद उ बिस्तरे पर गिर गइल।
Will he be here on Monday?,का उ सोमार के यहवा होईहे ?
We are the future. Anything is possible If you just believe. - Nice.,"कुछहू सम्भव हव, अगर तू ठीक अगला"
"The door was open, the lights were on.",ओके ऊ कमरा में जरूर जाये के चाही।
"I'm going to look after him until he's big enough to fly. Oh, no!",हम एकर देखभाल करब जबले ई उड़अ लायके ना होइ जाई।
Her beauty is making me sing...,ओकर सुन्नरता हमार गीत बनलि हव...
By whom was grammar taught to you ?,केकरा से तु गरामर पढल ?
"I thought, maybe you were afraid that I'll be too different.",हमने सोचलीं की हम अलग ना हईं डर हव की बहुत हवा
And he found himself with face to face with Moomal.,आ मूमल के आमने सामने उ अपने के पवलस ।
Got air in your tyres?,टावर में हवा हव?
I am bent on attending the meeting.,हम बैठक में जाए खातिर ब्याकुल हई।
"You have given your word, Sher Khan.","का तोहके आपन बचन इयाद ना हव, सेरखान।"
Do you have to do that?,आपको अइसन कइले क का जरूरत हव?
This is the key of your room.,ई हमनी के कमरा के चाभी हवे।
Now please come with us.,"कृप्या, अब हमनी के साथ चलल जाव।"
