en,bho
Why is your shirt dirty ?,तोहार शर्ट काहे गंदा हव?
If he goes another lawyer will come.,अगर ई गयल त एगो अउर वकील आई।
The manager will give you a ticket.,मैनेजर तोहके टिकट देई।
The boy fell into the well.,लइका कुआ मे गिर गईल ।
did you have friends there?,का वहाँ तुहार दोस्त हव?
Bike is not a bomb.,"बाईक हव, कवनो बम ना"
Is that story true or false ?,का उ कहानी सही या गलत हउए ?
The sky looks threatening.,आकाश डरावना दिखत रहे।
Are the children out?,लइकन बहरे हवँ?
Do you need a dictionary ?,का तोहके शब्दकोश क आवश्यकता हव?
Will you not take coffee?,का तु काफी नहि पियबअ ?
They were their teachers.,उ सब ओकर गुरू हवें ।
"To think, if I had my bicycle... how much I'd earn.",ई सोचिके की हमरे लगे आपन सइकिल होत...हम केतना कमाइत.
An alarm clock is a clock which wakes you up in the morning.,अलार्म क्लौक उ घडी ह् जे सुबः मम नींद से उठावे ले ।
What did you call me?,तू हमके का कहला?
The miser spends his time in hoarding money.,कंजूस आपन समय खजाना छुपावे में लगावेला ।
How many audio books do you have on your iPod?,तोहरे पास केतना आवाज वाली किताब हव?
They’re going to send an ambulance and a police car right away.,उ सब अभी एक अम्बुलेंस ओर पोलिस कार भेजत हवें ।
Alice opened the door and found that it led into a small passage.,अलीस दरवाजा खोललस आ पवलस कि इ त् छोटा रास्ता की ओर ले जाता ।
I bet he will win,उ जीती हम शर्त लगा सकीऽल।
Tell her off,बोलत काहें ना।
The boy whose book is missing is annoyed.,जवने लइका के किताब गायब हउर ऊ नाराज हउए।
"Hurry up, Bruno.",हाली करा बरुनो ।
Anu saw the star.,अनु तारा देखली ।
Do one thing go from here and if you find police on the way then send him to me.,तु अइसन करअ यहाँ से चल जा राहता में अगर पुलिस मिली त हमरी पास भेज दीहअ ।
When was this palace built ?,ई महल के निर्माण कब भईल रहे?
Either of you can go.,तोहन लोगन मे से केहु जा सकल।
"Mr. Hallorann, are you scared of this place?","सूरी हेलोरन, का तू डरत हवा येह जगही से?"
My husband and I decided... the young assistant to our foreman will be leaving us come spring.,प्ुराना परसिद्दू हमें इ बसंत मे छोड़ रहल हव।
I have often told him to write neatly.,हम अक्सर ओके साफ लिखेऽक कहले हईं।
"Come on, hon.","चलबा, हॉन।"
Hi sweetheart.,हाय जानेमन
The language of poetry of Sachal is Sareli Sindhi of North Sindh.,उत्तर सिंध के सरेली सिंध में सचल भाषा हऽ कविता क।
They are coming to our house.,ऊ लोग हमनी के घरे आवत बा।
Take her leave.,एके पकड़ा अउर जा।
"I have one black cat, whose name is Blacky.","हमरे लगे एगो करिया बिलार ऽब, जवने क नाम ब्लैकी हऽ।"
I come here for work all the time.,हम इहा पूरा समय काम करे आइल हई।
"No, sir! What about you.",तू?
There is nearby chinese restaurant.,लगहीं चाइनीज़ रेस्टोरेंट बा।
Brutus accused Caesar of ambition.,ब्रूटश क सीज़र पर महत्वकांक्षा आरोप रहल।
Give over this foolish attempt.,ए मुर्खता पूर्ण काम के दोहरावल जाव।
Promise not to tell anyone !,केहु से मत कहिये प्रतिज्ञा कर !
"Would you want to say that to me, or would I want to say that to you?",का तु हमसे कुछ कहल चाहत हउअ अथवा का हम तोहसे कुछ कहल चाहत हइ ?
Can you pull it more?,का तु यहके और धक्किया सकल ?
You are repentant.,तु रोवनिया हवा।
I wanted to give you money but my friend stopped me to do so.,हम तोहके पइसा देवे चाहत रहलीं लेकिन हमार दोस्त अइसन करे से रोक देहलस।
I can't tell you if you're right. Then let me ask you something.,हम ना कह सकत हव की आप सही ना हव
I am sending postcards.,हम पोस्टकार्ड भेजत हईं।
I heard someone singing.,हम सुनलीं हऽ केहू गावऽत।
How does it work ?,ई केंगा से काम करेला?
Please lie down.,सुत जा।
"Come on, man.",चला यार।
Tell Karna good-bye.,कर्ण को नमस्ते कहना हमारे खातिन।
Stop...,रूकीं...
Is there any more tea in that pot?,का बर्तन में अउरी चाय बा?
How many Bracelets do you have?,तोहके केतना कन्गन हउए ?
Angry.,रुकिहा...
Dad... I'm a virgin!,पिताजी हम कुवारी हईं
can not you covered.,ना कइ सकत हईं आपको कवरा बहुत बरफ पड़त हव
How are you?,आप कइसे हव
Your car differs from mine in several respects.,कुछ चीजों में मेरे कारे से तोहार कार अलग हव।
A few Parsees write Gujarati correctly.,कुछ पारसी गुजराती सही तरीका से लिखेलन ।
"I am sorry Bhai Sahab but I ask you , can you get your daughter Nisha married to Rajesh?",माफ करअ हम तोहसे पुछुत हई भाई साहब आप अपनी निशा क बियाह क देवअ राजेश से ।
I could call the forest rangers first and tell them that we're coming .so that they could start searching for us in case we didn't make it.,हम वन रनजरन के पहले केला सकत हईं अउर।
Has he come in ?,का ऊ अंदर आईहन?
Have I got news for you?,का हमके तोहरा खातिर कवनो समाचार मिलल?
There are many advantages in learning a language here.,इहां एगो भाषा सिखला के कईगो फायदा बा।
Is it yours?,तुहार हव?
They seldom ask for help.,उ शायद ही सहायता बदे बोली ।
"Piper, pipe that song again.",बांसुरीवाला ओही गाना के फिर से बजावे लागल।
Mind your work.,आपन काम करा।
How many pious ladies do you know?,तु केतना भक्तिन के जानत हउअ ?
Explain this.,समझावल चहबा ई?
"""In addition, the library district has generously responded with a donation of used books and sundries.","एकरे अलाव, जीला पुसतक घर दया से दिहले हव: लगल किताबन अउर कइगो चीजन धरम खातिन दाम में।"
"Because after that, I had no choices!","ओकरे बाद, हम कवनो उपाय रहलीं काहें की।"
"Because Through there, I heard it.",काहें की...खिरकी से हम सुनले रहलीं।
Can you come at my home?,का तु हमरे घरे आ सकल ?
It has stopped.,ई रुक गईल।
Susie.,सूसी।
Have I ever overlooked any of your talks?,हम आज तक तोर बात कवनो टलले हई ।
"It was his fault, not theirs.","ई ओकर गलती रहे, ना की ऊ सबके।"
Where is cash counter ?,नकद काउण्टर कहां ह ।
"I come here in '05, and they made me librarian in 1912.",हम 1905 अगस्त में इहवाँ अइलीं अउर
I do it without reserve.,बिना दिक्कत इ हम कई सकीऽल।
Tony's his imaginary friend.,टोनी ओकर कलपनिक दोस्त हव।
Islamabad is the capital of Pakistan.,पाकिस्तान के राजधानी इस्लामाबाद हवे।
Eight rupees!,आठ रुपैय्या!
You are assassin.,आप हत्तिआर हवॅ।
How did Mr. Lamb try to give courage and confidence to Derry?,मिस्टर लैंब डेरी के उत्साहित कइल और भरोसा देहल।
A lot quackgrass already.,ब्हुत ढेर जंङली घास पहिलवँ रहल।
How much time did Sheila have to stand on the ration shop ?,शीला रासन के दोकान पर कबले खड़ा रहिहें।
"By 5:00 tonight, you'll never know anybody was ever here.","आज राति 5:00 ले, तुहके पतो न चली कि केहू कबों इहवाँ रहबों कयल।"
Hey boys!,का देखत हव!
I have been working for two hours.,हम दूई घंटा से काम करत हईं।
Let all the evil eyes cast on you...,सब बुरी नजरें अपने पर डाले दा।
I shall come if I am alone.,अगर अकेल रहऽब त हम आइऽब।
What a shame!,सरम की बात हव।
"Goodbye, Mr. Ullman.","अलबिदा, सूरी उलमन।"
Ram stayed at his post.,राम अपने जगह पर ब।
We rejoiced at him being promoted.,हमहन क ओके आनन्द खातिर उकसावत हई जा।
Maher respects Maher’s teacher and Omar respects Omar’s teacher but Zayd doesn’t respect Zayd’s teacher.,"माहेर अपने टीचर क सम्मान करेंऽल, उमर अपने टीचर क सम्मान करऽलं लेकिन जायद अपने टीचर क सम्मान नाई करऽल।"
And they went back to their work in the village.,आ उ लोग लौत गयन गाँव में आपन काम करे बदे ।
I need a room.,हमके एगो कमरा चाही।
"Our elder chief, Taha Aki, was the only spirit warrior left to save the tribe, after his son was killed.",पूर्व मुख्यमंतरी ताहारेनिक अकी ही शेष जवन जनजाति बच सकत हव के बाद ओकरे बेटे को मार डालल गयल रहल
I really want to know the reason.,हम सच में कारण जाने चाहत हईं।
"You come here, where are you going, you only have fixed this marriage,did the Professor give a lot of money?","तु हेहर आवअ, तु कहा चललअ, खुश बाडअ न इ रिश्ता तोही कर ववलअ है. दे दिहली भंन्डार प्रो० साहव ने"
"Hey, look who's here.","अरे देखा, के आयल हव।"
Was there any letter for me ?,हमार खातिर कवनो चिट्ठी आईल रहे का?
I know,हम जानीऽल।
Thirty years.,30 साल.....।
That's me.,कि हमके हव।
Where is Tatsu?,कहवाँ हव तातसु?
You are outside.,तु बहरे हउअ।
I am coming Seth jee.,अईली मालिक अइली
I met him before he died.,ओकरे मरे से पहिले हम ओसे मिललीं हैं।
At last the plane righted itself and flew on.,आखिर में जहाज के सब ठीक होखला के बाद उड़ा देहल गईल।
"Before we went very far, we found that we had lost our way.",बहुत दूर जाये से पहिले हमनि के पता चलल कि रस्ता भटक गयील रहीं ।
"How's my credit in this joint, anyway?",येई होटल में हमार साख कइसन हव ओइसहूँ?
I have never seen Sheila singing.,हम शीला के कबौ गावत नाई देखली।
Why didn't you bring Indu?,तू इन्दू के काहें ना ले अइलू?
Can I go to market?,का हम बाजार जा सकेलीं?
They run into the room.,ऊ लोग कमरा में दौड़ के गईल लो।
How many uncles do you have ?,तोहरे केतना चाचा हउए ?
It is great! The whole generation has grown youthful in twenty years.,"भई कमाल है, बीस साल में पूरा नस्ल जवान हो गईल ।"
Guys!,दोसतन?
There's just nobody I can talk to.,"हमके करअ खातिन बात कइ सकत हवँ, बस केहू ना हव।"
"I want to work outside today, but that won't be possible because it's raining.","आज बहरे हम काम करे चाहत रहलीं, लेकिन हो नाई पाई काहे से कि बरसतऽत।"
Really.,सच्चों में?
How you doin'?,तू कइसे हव?
How beautiful is night!,केतना खूबसूरत रात रहऽल।
Everyone must have heard about her beauty.,सब ओकरे सुंदरता क बारे में सुनले हऽ।
Always after you...,तोहरे पाछे हमेसा
He's hard. And children are free all day.,अउर बच्चे सारा दिन मुक्त रहत हव।
The faithful dog led his blind master.,वफादार कुक्कुर अपने आन्हर गुरु क आगे चलऽत।
Won't every moment be heavenly?,का हर सरग ना हो जायेके चाही?
America?,अमेरिका?
Don't suppose it would help if I told them I'm not homosexual.,लगत ना हव समझवले से कवनो फयदा होई की हम समान लिंङ क ना होई।
It was her mother that I saw.,ई उनकर मम्मी रहली हऽ जेके हम देखनी।
You can make it!,आप इ कइ सकत हवँ।
Got the whole place going like hell.,पूरी जगही नरक जइसन जात हव।
You have to read the lesson.,तु पाठ पढ चुकल हउअ ।
Are you all right?,तू ठीक हवा?
I would have done the work if I had had time.,हमार पास समय होईत त हम काम कर देत रहतीं ।
It is nothing.,ई कुछ न हऽ।
I will wait untill the next train comes.,हम दूसरे ट्रेने तक इंतजार करऽब।
Where are you going?,इ हमार हऽ।
Can you give me your pen?,का तु हमके आपन कलम दे सकलअ ?
"We'll take the dog with us, won't we?",हमहन क ई ना कईल जाई की अपनी शाथे कुक्कुर लेहल जाई । ।
One car was parked in a very dangerous place.,एगो कार बहुते खतरनाक जगहे प खडा रहे ।
What did Sheila give him ?,शीला उनके का हिदली हऽ।
What do you call it?,का तू भूल गइला?
"it must go on to find a beau for Princess, and to know who will become heir to the throne.","ई रजकुमारी के मरद खातिन होखे के चाही, अउर ई जानअ खातिन कि सिंघासन क बारीस के बनी!"
What did you do to your hair!,तु अपने बरवा के का करत रहल।
Will you go there?,का तु ओहवा जइबअ ?
All became prey to the crocodile.,कुल मगरमच्छ क शिकार हो गइलें।
No problem.,कवनो समिसा ना
The hen laid an egg everyday.,मुर्गी रोज एक अंडा देले।
"Hey, Jackson.","अरे, जेकसन।"
"Meena, are you also Gujarati?","मीना, तुहू गुजराती हवा।"
Take care.,खियाल रखिहा
You hear me?,तू हमके सुनत हवा?
Hello. My name is Lasse Karlsson from Tomelilla.,लेसे कार्लस्सन टाँमे लिला से।
I want to hire a car on rent for a week.,एक हफ्ता खातिर एगो कार किराए पर चाहत हईं।
You have been looking gloomy for last five-six days.,तु पिछले पाँच-छह दिन से खुश देखात हवा।
You are as tall as your father.,तु अपने पापा अइसन लम्मा हउअ।
What a piece of luck !,का किस्मत फुटल बा !
Do you see the cat which is lying on the roof?,का तु बिलारी के देखले हउअ जवन छतवा पर सुतल रहल हउए ?
This boy is wiser than that boy.,ई लड़का ओ लड़का से बुद्धिमान बा।
But Kaka! You had said that you wanted to go to some hill station.,लेकिन काका तु त कहल रहलअ कि तोहके कवनो हिल स्टेशन पर जायेगा रहे ।
I can't bear more pain now.,हमसे अब दर्द सहि नाई जाई।
Rama is braver than Balu.,रामा बालू से बहादुर हऽ।
Saint Kawarram used to distribute received money from 'Bhagati' among poor and needy people.,संत कंवर राम भगती से मिलऽल पइसा गरीब और जरूरतमंद लोगन क बीच में खर्च कई देत रहऽल।
They could not bear the idea of being taken alive.,उ सब जिन्दा लियावे के पक्ष में ना हऊंव ।
In the event of such a thing happening I should take long leave.,अइसन काम कईला के बाद हमहूं के ढेर छुट्टी चाहीं।
"To visit my Mom, why?",काहें?
By 2020 India's population would touch 134 crore or 1.34 billion.,2020 तक भारत के जनसंख्या 134 करोर हो जायी ।
Never seek to tell thy love.,कबो प्यार ।
Ram has two rupees in his pocket.,राम के जेब में दुई रुपया हऽ।
Mary hurried to market.,मैरी के जल्दी बाज़ार जाएक हऽ।
My parents expected so much of me.,हमरे माई बाप के हमसे बड़ा उम्मीद हऽ।
I can't remember every little detail.,हम छोट छोट चीज़ नाई याद रख सकी ल।
I shall you more about it in my next.,आगे हम ए बारे में हम तोहके और बताइऽब।
Wherever you go I shall follow you.,तु जहवा जइब हम तोहरे पिछे अइमे ।
The stranger asked Alice where she lived.,उ अंजान आदमी एलिस से पुछलल कि उ कहां रहत तिया ।
Who goes there?,उहाँ के गईल?
I was all eyes to see what he would do.,उ का करी एहि पर हमार निगाह रहऽल।
Nothing can describe the confusion of thought which I felt when I sank into the water.,कुछ भी विचार के संदेह के वर्णन ना कर सकेला जे हम पानी में डूबत समय अनुभव करुवी ।
I will be able to teach.,हम तोहके पढ़ा लेब।
Why are you talking about it ?,तु एकरे बारे मे काहे बात करत रहल हउअ ?
People who are too sharp cut their own fingers.,जवन मनई बहुत चालाक हो लें आपन उंगली काट लेहलें।
This is the place where he was murdered.,ई उहे जगह हवे जहां उनकर क़त्ल भईल रहे।
I have interest in flying kites.,हमके पतंग उड़ावे में मजा आवऽल।
How many artists are making their art?,केतना कलाकार अपना कला बना रहल हऊवन ।
The pack needs to leave. The Volturi won't honor a truce with the werewolves.,बोलचुरी भेडि़या के संघ एक संघर्ष विराम क सम्मान ना होत
Caesar was stabbed by Brutus.,सीज़र पर ब्रूटश हमला कइले रहलं।
Who taught you Urdu ?,तोहके उरदु के पढावला ?
This is a brightly-lit room.,ई चमलिता प्रकाश वाला कमरा हवे।
It was him.,ई उनकर रहल हअ।
but you got my vote for mayor.,"हमें, बाकी के बारे में पता ना हव।"
How many peace-loving people are in India?,केतना शांतिप्रिय आदमी भारत में हऊवन ।
They are very light.,उ लोग बहुत हल्का हवें ।
I was going there.,हम जात रहलीं।
Quartz?,एक तरे क चमकीला पाथर ?
If the plaintiff himself dies.,अगर ऊ कानूनी ढंग से खुदअ मरि जाय।
"Yeah, I wouldn't mind seeing Mom... As long as you use the companion ticket.",हाँ...माँ जबले देखा हमरे गइले के संहे आपके रूप में बाउर ना होत।
"Yeah, that was an easy piece of time, let me tell you.","हँ, ऊ असान रहल, हम तोहके बता देईं।"
You are giving notebooks,तु कापी देत हवा।
Anil was made happy.,अनिल के खुश कयिल गयिल ।
Bigger dogs cost more.,बड़हन कुक्कुर क दाम ढेर हऽ।
Will the publisher bring out your new book?,का तोहार नया किताब के प्रकाशन होई?
Don't go home so early.,जल्दी घरे मत जा ।
He therefore left school.,येही से ऊ स्कूल छोड़ देहली।
Not available yet.,अबहीं तक उपलब्ध नईखे।
Did the teacher give us the test of last lesson?,अध्यापक आखिरी पाठ के टेस्ट लीहन का हमनी से?
Shake well before using.,उपयोग कईला के पहिले अच्छा से मिला लेहल जाव।
Very soon.,बहुत जल्द।
Will you start a school?,का तु एक स्कूल शूरु करब ?
"We must leave here, Papa.",हम इ जगह छोड़नी हव पिताजी।
A sailing ship was wrecked here last December.,पिछली बार दिसंबर में इंहवा एगो पानी वाला जहाज टूट गईल रहे।
It's fun for you but I hate it.,ई तोहरे खातिन मजा होई लेकिन हमके पसन्न ना आयल।
I respect him as a doctor.,डॉक्टर के नाते हम ओन कर बड़ा सम्मान करी ल।
"Erik, did you hear my joke?","एरिक, तू सुनला हम का कहनी?"
"Mrs. Vaitkus, please, calm down.","सरीमती वेटकस, किरिपया सान्त हो जा।"
Does this car go to the beach ?,का ई कार समुद्र के किनारे/बीच पे जाला?
Ravi will dance.,रवि नचिहें।
Consider this:,एप्पर बिचार करँ।
"O nameless god of rage and hate,",हे उग्र हमके अज्ञान भगवान!
Sahba likes to listen to sitar.,सभा के सितार सुनल नीक लगऽल।
"That book, which has thick pages and grand pictures, is worth reading.",उ किताब जेकर पन्ना मोटा हऽ आ वोकरा में फ़ोटो हऽ पढ़्ल जरूरी हऽ ।
I wish he would show me a little more sympathy.,काश ऊ हमरा से थोड़ा सहानभूति दिखाईत ।
I bought a pen and gave it to him.,हम एक पेन खरीदलीं और ओके दे देहलीं।
Can you swim in the river?,का तु नदी मे तैर सकलअ ?
Have you looked under the bed ?,का तु विस्तर के निचे बन्द हो चुकल हउअ ?
Ahmad speaks to himself.,अहमद अपनी खातीर बोलेलअ ।
"I have full faith that whatever is asked for with the clear thought and true heart , gets fulfilled.",हमके विश्वास है कि साफ और सच्चा दिल से जवन भी मांगल जाला वो जरुर मिलेला ।
That's the boy whose mother works in the post office.,उ वही लईका हऽ जेकर माई पोस्ट आफ़िस मे काम करेले ।
"Yes, sir, I do.",हाँ साहेब हम चाहत हईं।
Now get going.,कुत्ता!
I have told you this many times.,हम तोहके इ कई बार बतइले हईं।
Who is your favourite actress ?,तोहार पसन्दीदा अभिनेत्रि के हउए ?
Sir Surendranath was a great orator and statesman.,सर सुंदरनाथ महान राजनेता और वक्ता रहऽलं।
Happy Journey.,यात्रा मन्गलमय होखे ।
"Sheela, which is the country in the east of india ?","शीला, भारत के पूरब में कवन देश बाशीला।"
I'll take that chubby fat-ass there.,हम लेइब। ऊ ऊ फुल्लल गांण वाला।
You've sealed it.,आपक ई तय हो गयल हव।
"Prior to this, I was an assitant lecturer in JNU.","एसे पहिले हम, जे एन यू में सहायक व्याख्याता रहनी।"
How well do you know Carla.,तु करलवा के केतना अच्छा जानत हउअ ?
This girl is going to office.,लड़की ऑफिस जात बा।
Mary believes the story about the burglary.,मैरी चोरी क कहानी पर भरोसा करेऽली।
I believe this story.,हम इ कहानी मानत हई।
Were you sleeping?,सो रहत रहल?
All the above have passed the exam.,हऊ सब परीक्षा पास कइले बा।
You all right? - Yeah.,तू ठीक हवा?
You'll see.,तू देखिहा।
I have called you several times.,हम तोहके कई बार बुलइलीं।
Rupert has not dialled the number.,रूपर्ट नंबर नाई मिलइलस।
I would've waited.,हम इनतेजार करत रहब।
Where did he go?,ऊ कहवाँ चल गयल?
I had tea at Shashi's house.,हम शशी के घरे चाय पीयले रह लीं।
Where had we gone ?,हमनि कहां गयील रहीं ।
Nature is the best physician.,प्रकृति सबसे अच्छा चिकित्सक ह ।
By the year Kennedy was shot Andy had transformed a storage room smelling of turpentine into the best prison library in New England...,"जवने बरिस कनेडी के गोली मारल गइल, अंडी एगो गोदाम क जवन चूहा क लेंडि़न अउर तरपीन के गन्ह से भरल रहल इंङलेंड क सबसे नीक जेल कीताबी घरे में बदल दिहलअ।"
I can shift for myself.,हम खुद हट सकीऽल।
Fruit has no name on it,फल पर ओकर नाम ना लिखल हव।
Few months that he spent in Ooty did him a lot of good.,ओही में कुछ महीना उ जवन व्यतीत कईल रहे उ बहुत अच्छा कईल रहे ।
"But sir, he wasn't.","लेकिन सिरीमान, ऊ ना रहल।"
"You've gotta level with me, Marty.",मारटी हमरे संहे होई तोहार स्तर हव।
It is delightful to hear the sound of the sea.,समुद्र क आवाज सुनले में सुकून मिलऽल।
"Not tomorrow, not after breakfast.","बिहने ना, नास्ता बाद ना! टबहिन!"
"Well, shit.","खयर, बकवास।"
A good man and useful citizen are passed away.,एगो अच्छा आदमी अउरी उपयोगी नागरिक अबहिने इहां से गुजरल हऽ लोग।
Which kind of movies do you like ?,तु कवने तरह के फिल्म पसन्द करत हउअ ?
Police are baffled by the escalating murders and disappearances. Theories range from a vicious new gang to a wildly active serial killer...,सिद्धान्त लेकर गिरोह से कठोर नया हत्यारों सेरिज काज ऊपर ओप सनाग
Why not read a book?,काहे एगो किताब ना पढल ।
Whose temple is this ?,ई केकर मदिर हवे?
Do you remember what to say ?,का तोहके याद हउए कि का कहले हऽ ?
The bananas are on the table.,बनाना मेज पर ह ।
We'll find it.,हमके मिल जाई।
"And when spring gets here, you'll be... a free man.",तब तू एक अजाद अदमी हो जइवा।
You must take care.,तोके ध्यान रख के चाहि।
You packed your bag.,तु आपन झोला भर ल ।
"Hey Chandan! Come inside dear son , how did you manage to come in this rain?","अरे चन्दन तु भीतर आ जा, भीतर आ जा बेटा, अरे ये वरशा में कइसे अईला"
"No use of casually, go.","नाहीं धोखे से, जा।"
I want to see him playing with the ball.,हम ओके गेना के साथ खेलत देखे चाही ल।
They wished to surprise the enemy.,उ लोग दुश्मन के विस्मित कईल चाहत हव ।
I want to see you in blue shirt.,हम तोहके नीली शर्ट में देखे चाहत हई।
Who'll buy your ticket?,अउर येतनी अचानक...।
"If I should think that, you would be glad.",अगर हम उ सोचब त तु खुश होयीब ।
Ram should read a good book.,राम के बढ़िया किताब पढ़ेऽक चाही।
Does she earn money ?,का उ पईसा कामात हई ?
We can write.,हमहन क लिख सकत हई जा ।
You can't stay!,तू रूकि न सकत हवा.
No one could have played it more skillfully.,केहू एके कुशलतापूर्वक ना खेलुवे ।
How to find him?,ओके कइसे ढूढ़ब?
You either know people or you don’t.,तु लोगन के जानत हउअ या कि नाई।
They left and we returned.,उ लोग गईन हमलोग लौट अईनी ।
Annirai was distraught.,अन्निरै डर गयील रही ।
What make the women start crying?,औरत काहे बदे रोये लगल ।
"My dear son, why do you ask the one thing I cannot grant you ?",हमार बच्चा काहें एक चीज़ पूछाल जवन हम नाई दे सकील।
I see you oftener than I see him.,हम तोहके ओकरे बाद देखली।
Can you tell me where she comes from?,का तु हमके बता सकलअ कि उ कहवा से आवत हइ ?
Do you study with them ?,का तु ओनहन के साथे पढ़ ला।
You had returned Matsu home.,आपने मात्सु को ओ घर में वापस आने को कहले रहला।
Why don't you leave me alone.,तू हमार पिछा छोड़ काहें ना देता.
He will reach the age.,ई बूढ़ होइ गयल हव।
"Hey son! You just uttered my words, I was about to tell you the same thing.",अरे वेटा ! तु त हमार मुहे क बात छीन लीहलअ हम तोहसे इहे कहे जात रहकी हऽ
Do you speak French?,का तु फ्रेन्च बोलतडअ ?
Mrs Malhotra was alive until then and occasionally I would wear fancy clothes for her.,जब तक मिसेज मल्होला जीयत रहली तबले त हम उनकी खातीर कषी- कबो फैन्सी कपडा पहीन लेत रहली ।
But do you think there's any value in it?,का आपको लगत हव एमें कुछ मुल्य हव?
"Someone, help me! -",केहू हमार मदद करा।
Guess you haven't been to many fires.,आप कइ आग को ना कयल गयल लगत हव।
The journey takes about six hours from here.,इहां से छह घंटा लगी।
Right.,बेलकुल सही।
"It is even more serious than what you consider it to be, I am going.","इ सव तु जितना सोचेलअ ओसे कही अधिका गभीर हअ , चलत हई"
We saw the horse.,हमहन क घोडा के देखली जा ।
Rita Hayworth.,रीटा हे बरद।
"You came much later Gunja, when I grew-up elder brother was the first person I knew , I do not even remember the faces of my parents.",तु त बहुत बाद में अईलु गुंजा आख खुलल त पहले भईया के जनले रहली बाप –महतारी के त चेहरो तक याद नईखे ।
The door opens if you press this button.,दरवाजा खुली अगर ई बटन के दबयीह ।
I had come.,हम आइल रहलीं।
My book is neither here nor there.,हमार किताब न इहां हऽ न उहां।
"I just-- you know,",हम अबहिन तोहके पता हव।
You have to obey him when he asks you to walk away.,"ओकर बाति मानल करा, जब ऊ जाये के कहे तब जा।"
"I only fought them, because I know they wouldn't change anything.",हम थोड़ा नरम पड़ गयल काहे की हम जानत रहली की इ कुछ भी ना बदली
Here comes your water.,इहाँ अपने पानी आवत हव!
Floyd!,फलोयड?
What does the map on the wall signify?,नक्शवा दिवलिया प काव दिखावा ल।
Mohan drank water.,मोहन पानी पियलस ।
"Now, a sharp look in the eye.","ऐसे, अब आखों एक तेज नजर।"
Prevention is better than cure.,रोकथाम ईलाज से बेहतर हवे।
That doesn't sound like Christian.,का एलियास अइसन लगत हव
Kindly tell that where is museum ?,कृप्या बताईं म्यूज़ियम कहां बा।
A few minutes.,मिनट-कुछ 10 मई
He's talking funny.,ऊ मजेदार बात करत हव।
My sister can't read.,हमार बहिन नाई पढ़ि पाई।
Success or failure depends largely on your own efforts.,सफलता और असफलता ज्यादातर अपने मेहनत पर होऽल।
Did you take Tunu's beads?,का तू टुन्नू क माला लेहली?
Let me see!,हमके देखत हवॅ।
I brought oranges.,हम नारंगी खरीदलीं हऽ।
You will go to office.,तू कार्यालय जइबा।
"Will you come with me to the market, today ?",हमर साथ बाजार चलब?
"Listen , when your Bhauji recovers tell her that you have searched Chameli for yourself.",सुन जब तोर भउजी ठीक हो जाए न त सवसे पहिले उनसे कइह कि तु अपना खातिर चमेकी ट्र्मेकी ट्र्ढं लेहलु ।
Mukasa forgot what he would say.,मुकासा भुला गइल का कहेक रहल।
Yesterday was Holi.,काल होली रहे ।
Have you promoted him?,का तु उनके आगे बढावत चुकल हउअ ?
You are going to School.,तु इस्कूल जात हवा।
Everyday Shweta says the same thing: shall I go ?,"रोज़ श्वेता कुछू कहेली, का हम जाई।"
Whose gang?,केकर गैंगं
Shit! We did it!,हम कइ दिहलीं।
I do not work.,हम काम नाई करीऽल।
Will she come here at 4 p.m.?,का उ यहवा चार बजे साझी क अइहे ?
I will not forget it.,हम इ नाई भुलाइऽब।
Will you go to Agra with Hamid and Ram ?,का तु हमीद अउर राम के साथे आगरा जइब ?
You are eating an apple.,तु एगो सेव खात रहल हउअ ।
It was a well-bred little animal.,ई एगो अच्छा नश्ल के छोटा जानवर रहे।
I will do it for all you may say.,तु कहि सकल इ सबके करे के होई ।
Like you're mother... It seem to work out fine for her the second time round. - Later in life.,के रूप में अपने माँ देखय के हव की इ समय बदल गयल दुसरी अच्छी तरह से बाहर
Is the branch of this bank in Hyderabad ?,का एह बैंक के शाखा हैदराबाद में बा?
Did you not definitely like this work ?,का तु निश्चित ये काम के पसन्द नाइ करब ?
How did you come by his purse?,तोहके ओकर पर्स कइसे मिलल।
We have won the battle.,हमहन क लडाई जीत लेहली जा ।
The man walks slowly.,आदमी धीरे चलत।
I believe her to be wise.,हम ओके समझदारी पर विश्वास करीऽल।
Now they must suffer punishment for their offence before their complaints could be heard.,अब उनके अपनी गलती के सजा पहिले भुगते के चाही एसे पहिले की उनकी शिकायत के सुनवाई होखे।
None of these words are now currently used.,एमे से कवनो शब्द आज के समय में काम के नईखे।
No girl went.,कवनो लईकी ना गईल ।
"They're a great deal stronger than us, because their own human blood lingers in their tissues. Our kind is never more physically powerful... than in our first several months of this life.",हमार परजाति लेकिन कबों ना रहल हव बढ़ जात हव जीवन के पहले सात महीनों में
Just as long as it's well-scrubbed,बस के रूप् में लम्मे समे ले ई अच्छे तरे झाड़ी के रूप में हव।
"I must get it at any cost, father.","त ओके हम कवनहूँ कीमत से हासिल कइ लेत हईं, पापा"
Three deposits tonight.,आज राति क तीन ठे जमा हो गयल।
What is that thing?,उ का चीज हऽ ?
I wonder who wrote that report.,हमके लगत हव की रपट में लिखल रहल जवन अचरज हव।
"If you had taken another route, we would not be standing in the traffic jam.",दुसर रास्ता लेल रहत त हमनी जाम न फसल रहतीं ।
My elder brother is an engineer.,हमार बड़ भाई इंजीनियर हवें।
"So, look.",त देखा.
